time;V(Net-_C1-Pad2_);
2.2985e-08;1.43807;
2.2987e-08;1.4374;
2.2989e-08;1.43673;
2.2991e-08;1.43605;
2.2993e-08;1.43537;
2.2995e-08;1.43469;
2.2997e-08;1.43401;
2.2999e-08;1.43332;
2.3001e-08;1.43264;
2.3003e-08;1.43195;
2.3005e-08;1.43126;
2.3007e-08;1.43056;
2.3009e-08;1.42987;
2.3011e-08;1.42917;
2.3013e-08;1.42847;
2.3015e-08;1.42777;
2.3017e-08;1.42706;
2.3019e-08;1.42635;
2.3021e-08;1.42565;
2.3023e-08;1.42494;
2.3025e-08;1.42422;
2.3027e-08;1.42351;
2.3029e-08;1.42279;
2.3031e-08;1.42207;
2.3033e-08;1.42135;
2.3035e-08;1.42063;
2.3037e-08;1.41991;
2.3039e-08;1.41918;
2.3041e-08;1.41845;
2.3043e-08;1.41772;
2.3045e-08;1.41699;
2.3047e-08;1.41626;
2.3049e-08;1.41552;
2.3051e-08;1.41478;
2.3053e-08;1.41404;
2.3055e-08;1.4133;
2.3057e-08;1.41256;
2.3059e-08;1.41181;
2.3061e-08;1.41107;
2.3063e-08;1.41032;
2.3065e-08;1.40957;
2.3067e-08;1.40881;
2.3069e-08;1.40806;
2.3071e-08;1.4073;
2.3073e-08;1.40655;
2.3075e-08;1.40579;
2.3077e-08;1.40502;
2.3079e-08;1.40426;
2.3081e-08;1.4035;
2.3083e-08;1.40273;
2.3085e-08;1.40196;
2.3087e-08;1.40119;
2.3089e-08;1.40042;
2.3091e-08;1.39964;
2.3093e-08;1.39887;
2.3095e-08;1.39809;
2.3097e-08;1.39731;
2.3099e-08;1.39653;
2.3101e-08;1.39575;
2.3103e-08;1.39497;
2.3105e-08;1.39418;
2.3107e-08;1.3934;
2.3109e-08;1.39261;
2.3111e-08;1.39182;
2.3113e-08;1.39102;
2.3115e-08;1.39023;
2.3117e-08;1.38944;
2.3119e-08;1.38864;
2.3121e-08;1.38784;
2.3123e-08;1.38704;
2.3125e-08;1.38624;
2.3127e-08;1.38544;
2.3129e-08;1.38463;
2.3131e-08;1.38383;
2.3133e-08;1.38302;
2.3135e-08;1.38221;
2.3137e-08;1.3814;
2.3139e-08;1.38059;
2.3141e-08;1.37978;
2.3143e-08;1.37896;
2.3145e-08;1.37815;
2.3147e-08;1.37733;
2.3149e-08;1.37651;
2.3151e-08;1.37569;
2.3153e-08;1.37487;
2.3155e-08;1.37405;
2.3157e-08;1.37322;
2.3159e-08;1.37239;
2.3161e-08;1.37157;
2.3163e-08;1.37074;
2.3165e-08;1.36991;
2.3167e-08;1.36908;
2.3169e-08;1.36824;
2.3171e-08;1.36741;
2.3173e-08;1.36657;
2.3175e-08;1.36574;
2.3177e-08;1.3649;
2.3179e-08;1.36406;
2.3181e-08;1.36322;
2.3183e-08;1.36238;
2.3185e-08;1.36153;
2.3187e-08;1.36069;
2.3189e-08;1.35984;
2.3191e-08;1.359;
2.3193e-08;1.35815;
2.3195e-08;1.3573;
2.3197e-08;1.35645;
2.3199e-08;1.3556;
2.3201e-08;1.35474;
2.3203e-08;1.35389;
2.3205e-08;1.35303;
2.3207e-08;1.35218;
2.3209e-08;1.35132;
2.3211e-08;1.35046;
2.3213e-08;1.3496;
2.3215e-08;1.34874;
2.3217e-08;1.34788;
2.3219e-08;1.34701;
2.3221e-08;1.34615;
2.3223e-08;1.34528;
2.3225e-08;1.34441;
2.3227e-08;1.34355;
2.3229e-08;1.34268;
2.3231e-08;1.34181;
2.3233e-08;1.34093;
2.3235e-08;1.34006;
2.3237e-08;1.33919;
2.3239e-08;1.33831;
2.3241e-08;1.33744;
2.3243e-08;1.33656;
2.3245e-08;1.33568;
2.3247e-08;1.33481;
2.3249e-08;1.33393;
2.3251e-08;1.33305;
2.3253e-08;1.33216;
2.3255e-08;1.33128;
2.3257e-08;1.3304;
2.3259e-08;1.32951;
2.3261e-08;1.32863;
2.3263e-08;1.32774;
2.3265e-08;1.32685;
2.3267e-08;1.32596;
2.3269e-08;1.32508;
2.3271e-08;1.32418;
2.3273e-08;1.32329;
2.3275e-08;1.3224;
2.3277e-08;1.32151;
2.3279e-08;1.32061;
2.3281e-08;1.31972;
2.3283e-08;1.31882;
2.3285e-08;1.31793;
2.3287e-08;1.31703;
2.3289e-08;1.31613;
2.3291e-08;1.31523;
2.3293e-08;1.31433;
2.3295e-08;1.31343;
2.3297e-08;1.31253;
2.3299e-08;1.31163;
2.3301e-08;1.31073;
2.3303e-08;1.30982;
2.3305e-08;1.30892;
2.3307e-08;1.30801;
2.3309e-08;1.30711;
2.3311e-08;1.3062;
2.3313e-08;1.30529;
2.3315e-08;1.30438;
2.3317e-08;1.30347;
2.3319e-08;1.30256;
2.3321e-08;1.30165;
2.3323e-08;1.30074;
2.3325e-08;1.29983;
2.3327e-08;1.29892;
2.3329e-08;1.298;
2.3331e-08;1.29709;
2.3333e-08;1.29618;
2.3335e-08;1.29526;
2.3337e-08;1.29434;
2.3339e-08;1.29343;
2.3341e-08;1.29251;
2.3343e-08;1.29159;
2.3345e-08;1.29067;
2.3347e-08;1.28975;
2.3349e-08;1.28883;
2.3351e-08;1.28791;
2.3353e-08;1.28699;
2.3355e-08;1.28607;
2.3357e-08;1.28515;
2.3359e-08;1.28423;
2.3361e-08;1.2833;
2.3363e-08;1.28238;
2.3365e-08;1.28146;
2.3367e-08;1.28053;
2.3369e-08;1.2796;
2.3371e-08;1.27868;
2.3373e-08;1.27775;
2.3375e-08;1.27683;
2.3377e-08;1.2759;
2.3379e-08;1.27497;
2.3381e-08;1.27404;
2.3383e-08;1.27311;
2.3385e-08;1.27218;
2.3387e-08;1.27125;
2.3389e-08;1.27032;
2.3391e-08;1.26939;
2.3393e-08;1.26846;
2.3395e-08;1.26753;
2.3397e-08;1.2666;
2.3399e-08;1.26566;
2.3401e-08;1.26473;
2.3403e-08;1.2638;
2.3405e-08;1.26286;
2.3407e-08;1.26193;
2.3409e-08;1.261;
2.3411e-08;1.26006;
2.3413e-08;1.25913;
2.3415e-08;1.25819;
2.3417e-08;1.25725;
2.3419e-08;1.25632;
2.3421e-08;1.25538;
2.3423e-08;1.25444;
2.3425e-08;1.25351;
2.3427e-08;1.25257;
2.3429e-08;1.25163;
2.3431e-08;1.25069;
2.3433e-08;1.24975;
2.3435e-08;1.24882;
2.3437e-08;1.24788;
2.3439e-08;1.24694;
2.3441e-08;1.246;
2.3443e-08;1.24506;
2.3445e-08;1.24412;
2.3447e-08;1.24318;
2.3449e-08;1.24224;
2.3451e-08;1.2413;
2.3453e-08;1.24036;
2.3455e-08;1.23941;
2.3457e-08;1.23847;
2.3459e-08;1.23753;
2.3461e-08;1.23659;
2.3463e-08;1.23565;
2.3465e-08;1.23471;
2.3467e-08;1.23376;
2.3469e-08;1.23282;
2.3471e-08;1.23188;
2.3473e-08;1.23094;
2.3475e-08;1.22999;
2.3477e-08;1.22905;
2.3479e-08;1.22811;
2.3481e-08;1.22716;
2.3483e-08;1.22622;
2.3485e-08;1.22528;
2.3487e-08;1.22433;
2.3489e-08;1.22339;
2.3491e-08;1.22245;
2.3493e-08;1.2215;
2.3495e-08;1.22056;
2.3497e-08;1.21961;
2.3499e-08;1.21867;
2.3501e-08;1.21773;
2.3503e-08;1.21678;
2.3505e-08;1.21584;
2.3507e-08;1.2149;
2.3509e-08;1.21395;
2.3511e-08;1.21301;
2.3513e-08;1.21206;
2.3515e-08;1.21112;
2.3517e-08;1.21017;
2.3519e-08;1.20923;
2.3521e-08;1.20829;
2.3523e-08;1.20734;
2.3525e-08;1.2064;
2.3527e-08;1.20546;
2.3529e-08;1.20451;
2.3531e-08;1.20357;
2.3533e-08;1.20262;
2.3535e-08;1.20168;
2.3537e-08;1.20074;
2.3539e-08;1.19979;
2.3541e-08;1.19885;
2.3543e-08;1.19791;
2.3545e-08;1.19696;
2.3547e-08;1.19602;
2.3549e-08;1.19508;
2.3551e-08;1.19414;
2.3553e-08;1.19319;
2.3555e-08;1.19225;
2.3557e-08;1.19131;
2.3559e-08;1.19037;
2.3561e-08;1.18942;
2.3563e-08;1.18848;
2.3565e-08;1.18754;
2.3567e-08;1.1866;
2.3569e-08;1.18566;
2.3571e-08;1.18472;
2.3573e-08;1.18378;
2.3575e-08;1.18284;
2.3577e-08;1.1819;
2.3579e-08;1.18096;
2.3581e-08;1.18002;
2.3583e-08;1.17908;
2.3585e-08;1.17814;
2.3587e-08;1.1772;
2.3589e-08;1.17626;
2.3591e-08;1.17532;
2.3593e-08;1.17438;
2.3595e-08;1.17345;
2.3597e-08;1.17251;
2.3599e-08;1.17157;
2.3601e-08;1.17063;
2.3603e-08;1.1697;
2.3605e-08;1.16876;
2.3607e-08;1.16782;
2.3609e-08;1.16689;
2.3611e-08;1.16595;
2.3613e-08;1.16502;
2.3615e-08;1.16408;
2.3617e-08;1.16315;
2.3619e-08;1.16221;
2.3621e-08;1.16128;
2.3623e-08;1.16035;
2.3625e-08;1.15942;
2.3627e-08;1.15848;
2.3629e-08;1.15755;
2.3631e-08;1.15662;
2.3633e-08;1.15569;
2.3635e-08;1.15476;
2.3637e-08;1.15383;
2.3639e-08;1.1529;
2.3641e-08;1.15197;
2.3643e-08;1.15104;
2.3645e-08;1.15011;
2.3647e-08;1.14918;
2.3649e-08;1.14825;
2.3651e-08;1.14733;
2.3653e-08;1.1464;
2.3655e-08;1.14547;
2.3657e-08;1.14455;
2.3659e-08;1.14362;
2.3661e-08;1.1427;
2.3663e-08;1.14177;
2.3665e-08;1.14085;
2.3667e-08;1.13993;
2.3669e-08;1.139;
2.3671e-08;1.13808;
2.3673e-08;1.13716;
2.3675e-08;1.13624;
2.3677e-08;1.13532;
2.3679e-08;1.1344;
2.3681e-08;1.13348;
2.3683e-08;1.13256;
2.3685e-08;1.13164;
2.3687e-08;1.13072;
2.3689e-08;1.12981;
2.3691e-08;1.12889;
2.3693e-08;1.12798;
2.3695e-08;1.12706;
2.3697e-08;1.12615;
2.3699e-08;1.12523;
2.3701e-08;1.12432;
2.3703e-08;1.12341;
2.3705e-08;1.12249;
2.3707e-08;1.12158;
2.3709e-08;1.12067;
2.3711e-08;1.11976;
2.3713e-08;1.11885;
2.3715e-08;1.11794;
2.3717e-08;1.11704;
2.3719e-08;1.11613;
2.3721e-08;1.11522;
2.3723e-08;1.11432;
2.3725e-08;1.11341;
2.3727e-08;1.11251;
2.3729e-08;1.1116;
2.3731e-08;1.1107;
2.3733e-08;1.1098;
2.3735e-08;1.1089;
2.3737e-08;1.10799;
2.3739e-08;1.10709;
2.3741e-08;1.10619;
2.3743e-08;1.1053;
2.3745e-08;1.1044;
2.3747e-08;1.1035;
2.3749e-08;1.10261;
2.3751e-08;1.10171;
2.3753e-08;1.10081;
2.3755e-08;1.09992;
2.3757e-08;1.09903;
2.3759e-08;1.09814;
2.3761e-08;1.09724;
2.3763e-08;1.09635;
2.3765e-08;1.09546;
2.3767e-08;1.09457;
2.3769e-08;1.09369;
2.3771e-08;1.0928;
2.3773e-08;1.09191;
2.3775e-08;1.09103;
2.3777e-08;1.09014;
2.3779e-08;1.08926;
2.3781e-08;1.08838;
2.3783e-08;1.08749;
2.3785e-08;1.08661;
2.3787e-08;1.08573;
2.3789e-08;1.08485;
2.3791e-08;1.08397;
2.3793e-08;1.0831;
2.3795e-08;1.08222;
2.3797e-08;1.08134;
2.3799e-08;1.08047;
2.3801e-08;1.0796;
2.3803e-08;1.07872;
2.3805e-08;1.07785;
2.3807e-08;1.07698;
2.3809e-08;1.07611;
2.3811e-08;1.07524;
2.3813e-08;1.07437;
2.3815e-08;1.0735;
2.3817e-08;1.07264;
2.3819e-08;1.07177;
2.3821e-08;1.07091;
2.3823e-08;1.07005;
2.3825e-08;1.06918;
2.3827e-08;1.06832;
2.3829e-08;1.06746;
2.3831e-08;1.0666;
2.3833e-08;1.06574;
2.3835e-08;1.06489;
2.3837e-08;1.06403;
2.3839e-08;1.06318;
2.3841e-08;1.06232;
2.3843e-08;1.06147;
2.3845e-08;1.06062;
2.3847e-08;1.05977;
2.3849e-08;1.05892;
2.3851e-08;1.05807;
2.3853e-08;1.05722;
2.3855e-08;1.05637;
2.3857e-08;1.05553;
2.3859e-08;1.05468;
2.3861e-08;1.05384;
2.3863e-08;1.053;
2.3865e-08;1.05216;
2.3867e-08;1.05132;
2.3869e-08;1.05048;
2.3871e-08;1.04964;
2.3873e-08;1.0488;
2.3875e-08;1.04797;
2.3877e-08;1.04713;
2.3879e-08;1.0463;
2.3881e-08;1.04547;
2.3883e-08;1.04464;
2.3885e-08;1.04381;
2.3887e-08;1.04298;
2.3889e-08;1.04215;
2.3891e-08;1.04132;
2.3893e-08;1.0405;
2.3895e-08;1.03968;
2.3897e-08;1.03885;
2.3899e-08;1.03803;
2.3901e-08;1.03721;
2.3903e-08;1.03639;
2.3905e-08;1.03557;
2.3907e-08;1.03476;
2.3909e-08;1.03394;
2.3911e-08;1.03313;
2.3913e-08;1.03232;
2.3915e-08;1.0315;
2.3917e-08;1.03069;
2.3919e-08;1.02988;
2.3921e-08;1.02908;
2.3923e-08;1.02827;
2.3925e-08;1.02746;
2.3927e-08;1.02666;
2.3929e-08;1.02586;
2.3931e-08;1.02506;
2.3933e-08;1.02426;
2.3935e-08;1.02346;
2.3937e-08;1.02266;
2.3939e-08;1.02186;
2.3941e-08;1.02107;
2.3943e-08;1.02027;
2.3945e-08;1.01948;
2.3947e-08;1.01869;
2.3949e-08;1.0179;
2.3951e-08;1.01711;
2.3953e-08;1.01632;
2.3955e-08;1.01554;
2.3957e-08;1.01475;
2.3959e-08;1.01397;
2.3961e-08;1.01319;
2.3963e-08;1.01241;
2.3965e-08;1.01163;
2.3967e-08;1.01085;
2.3969e-08;1.01007;
2.3971e-08;1.0093;
2.3973e-08;1.00853;
2.3975e-08;1.00775;
2.3977e-08;1.00698;
2.3979e-08;1.00621;
2.3981e-08;1.00545;
2.3983e-08;1.00468;
2.3985e-08;1.00391;
2.3987e-08;1.00315;
2.3989e-08;1.00239;
2.3991e-08;1.00163;
2.3993e-08;1.00087;
2.3995e-08;1.00011;
2.3997e-08;0.999352;
2.3999e-08;0.998597;
2.4001e-08;0.997843;
2.4003e-08;0.997091;
2.4005e-08;0.99634;
2.4007e-08;0.995591;
2.4009e-08;0.994843;
2.4011e-08;0.994096;
2.4013e-08;0.993351;
2.4015e-08;0.992607;
2.4017e-08;0.991865;
2.4019e-08;0.991125;
2.4021e-08;0.990386;
2.4023e-08;0.989648;
2.4025e-08;0.988912;
2.4027e-08;0.988177;
2.4029e-08;0.987444;
2.4031e-08;0.986712;
2.4033e-08;0.985982;
2.4035e-08;0.985254;
2.4037e-08;0.984527;
2.4039e-08;0.983801;
2.4041e-08;0.983077;
2.4043e-08;0.982355;
2.4045e-08;0.981634;
2.4047e-08;0.980914;
2.4049e-08;0.980197;
2.4051e-08;0.97948;
2.4053e-08;0.978765;
2.4055e-08;0.978052;
2.4057e-08;0.977341;
2.4059e-08;0.976631;
2.4061e-08;0.975922;
2.4063e-08;0.975215;
2.4065e-08;0.97451;
2.4067e-08;0.973806;
2.4069e-08;0.973104;
2.4071e-08;0.972403;
2.4073e-08;0.971704;
2.4075e-08;0.971007;
2.4077e-08;0.970311;
2.4079e-08;0.969617;
2.4081e-08;0.968925;
2.4083e-08;0.968234;
2.4085e-08;0.967544;
2.4087e-08;0.966857;
2.4089e-08;0.96617;
2.4091e-08;0.965486;
2.4093e-08;0.964803;
2.4095e-08;0.964122;
2.4097e-08;0.963443;
2.4099e-08;0.962765;
2.4101e-08;0.962088;
2.4103e-08;0.961414;
2.4105e-08;0.960741;
2.4107e-08;0.96007;
2.4109e-08;0.9594;
2.4111e-08;0.958732;
2.4113e-08;0.958066;
2.4115e-08;0.957401;
2.4117e-08;0.956738;
2.4119e-08;0.956077;
2.4121e-08;0.955417;
2.4123e-08;0.95476;
2.4125e-08;0.954103;
2.4127e-08;0.953449;
2.4129e-08;0.952796;
2.4131e-08;0.952145;
2.4133e-08;0.951496;
2.4135e-08;0.950848;
2.4137e-08;0.950202;
2.4139e-08;0.949558;
2.4141e-08;0.948915;
2.4143e-08;0.948275;
2.4145e-08;0.947636;
2.4147e-08;0.946998;
2.4149e-08;0.946363;
2.4151e-08;0.945729;
2.4153e-08;0.945097;
2.4155e-08;0.944466;
2.4157e-08;0.943838;
2.4159e-08;0.943211;
2.4161e-08;0.942586;
2.4163e-08;0.941962;
2.4165e-08;0.941341;
2.4167e-08;0.940721;
2.4169e-08;0.940103;
2.4171e-08;0.939487;
2.4173e-08;0.938872;
2.4175e-08;0.938259;
2.4177e-08;0.937648;
2.4179e-08;0.937039;
2.4181e-08;0.936432;
2.4183e-08;0.935826;
2.4185e-08;0.935222;
2.4187e-08;0.93462;
2.4189e-08;0.93402;
2.4191e-08;0.933422;
2.4193e-08;0.932825;
2.4195e-08;0.93223;
2.4197e-08;0.931637;
2.4199e-08;0.931046;
2.4201e-08;0.930457;
2.4203e-08;0.929869;
2.4205e-08;0.929284;
2.4207e-08;0.9287;
2.4209e-08;0.928118;
2.4211e-08;0.927537;
2.4213e-08;0.926959;
2.4215e-08;0.926382;
2.4217e-08;0.925808;
2.4219e-08;0.925235;
2.4221e-08;0.924664;
2.4223e-08;0.924095;
2.4225e-08;0.923527;
2.4227e-08;0.922962;
2.4229e-08;0.922398;
2.4231e-08;0.921836;
2.4233e-08;0.921276;
2.4235e-08;0.920718;
2.4237e-08;0.920162;
2.4239e-08;0.919608;
2.4241e-08;0.919056;
2.4243e-08;0.918505;
2.4245e-08;0.917956;
2.4247e-08;0.91741;
2.4249e-08;0.916865;
2.4251e-08;0.916322;
2.4253e-08;0.915781;
2.4255e-08;0.915241;
2.4257e-08;0.914704;
2.4259e-08;0.914169;
2.4261e-08;0.913635;
2.4263e-08;0.913103;
2.4265e-08;0.912574;
2.4267e-08;0.912046;
2.4269e-08;0.91152;
2.4271e-08;0.910996;
2.4273e-08;0.910474;
2.4275e-08;0.909954;
2.4277e-08;0.909435;
2.4279e-08;0.908919;
2.4281e-08;0.908405;
2.4283e-08;0.907892;
2.4285e-08;0.907382;
2.4287e-08;0.906873;
2.4289e-08;0.906366;
2.4291e-08;0.905862;
2.4293e-08;0.905359;
2.4295e-08;0.904858;
2.4297e-08;0.904359;
2.4299e-08;0.903862;
2.4301e-08;0.903367;
2.4303e-08;0.902874;
2.4305e-08;0.902383;
2.4307e-08;0.901893;
2.4309e-08;0.901406;
2.4311e-08;0.900921;
2.4313e-08;0.900438;
2.4315e-08;0.899956;
2.4317e-08;0.899477;
2.4319e-08;0.898999;
2.4321e-08;0.898524;
2.4323e-08;0.89805;
2.4325e-08;0.897579;
2.4327e-08;0.897109;
2.4329e-08;0.896642;
2.4331e-08;0.896176;
2.4333e-08;0.895713;
2.4335e-08;0.895251;
2.4337e-08;0.894791;
2.4339e-08;0.894334;
2.4341e-08;0.893878;
2.4343e-08;0.893424;
2.4345e-08;0.892973;
2.4347e-08;0.892523;
2.4349e-08;0.892075;
2.4351e-08;0.89163;
2.4353e-08;0.891186;
2.4355e-08;0.890744;
2.4357e-08;0.890304;
2.4359e-08;0.889867;
2.4361e-08;0.889431;
2.4363e-08;0.888997;
2.4365e-08;0.888566;
2.4367e-08;0.888136;
2.4369e-08;0.887708;
2.4371e-08;0.887283;
2.4373e-08;0.886859;
2.4375e-08;0.886437;
2.4377e-08;0.886018;
2.4379e-08;0.8856;
2.4381e-08;0.885185;
2.4383e-08;0.884771;
2.4385e-08;0.88436;
2.4387e-08;0.88395;
2.4389e-08;0.883543;
2.4391e-08;0.883137;
2.4393e-08;0.882734;
2.4395e-08;0.882333;
2.4397e-08;0.881933;
2.4399e-08;0.881536;
2.4401e-08;0.881141;
2.4403e-08;0.880748;
2.4405e-08;0.880356;
2.4407e-08;0.879967;
2.4409e-08;0.87958;
2.4411e-08;0.879195;
2.4413e-08;0.878812;
2.4415e-08;0.878431;
2.4417e-08;0.878052;
2.4419e-08;0.877676;
2.4421e-08;0.877301;
2.4423e-08;0.876928;
2.4425e-08;0.876557;
2.4427e-08;0.876189;
2.4429e-08;0.875822;
2.4431e-08;0.875458;
2.4433e-08;0.875095;
2.4435e-08;0.874735;
2.4437e-08;0.874376;
2.4439e-08;0.87402;
2.4441e-08;0.873666;
2.4443e-08;0.873314;
2.4445e-08;0.872964;
2.4447e-08;0.872615;
2.4449e-08;0.87227;
2.4451e-08;0.871926;
2.4453e-08;0.871584;
2.4455e-08;0.871244;
2.4457e-08;0.870906;
2.4459e-08;0.870571;
2.4461e-08;0.870237;
2.4463e-08;0.869906;
2.4465e-08;0.869576;
2.4467e-08;0.869249;
2.4469e-08;0.868924;
2.4471e-08;0.868601;
2.4473e-08;0.868279;
2.4475e-08;0.86796;
2.4477e-08;0.867643;
2.4479e-08;0.867329;
2.4481e-08;0.867016;
2.4483e-08;0.866705;
2.4485e-08;0.866397;
2.4487e-08;0.86609;
2.4489e-08;0.865786;
2.4491e-08;0.865483;
2.4493e-08;0.865183;
2.4495e-08;0.864885;
2.4497e-08;0.864589;
2.4499e-08;0.864295;
2.4501e-08;0.864003;
2.4503e-08;0.863713;
2.4505e-08;0.863425;
2.4507e-08;0.863139;
2.4509e-08;0.862856;
2.4511e-08;0.862574;
2.4513e-08;0.862295;
2.4515e-08;0.862018;
2.4517e-08;0.861742;
2.4519e-08;0.861469;
2.4521e-08;0.861198;
2.4523e-08;0.860929;
2.4525e-08;0.860663;
2.4527e-08;0.860398;
2.4529e-08;0.860135;
2.4531e-08;0.859875;
2.4533e-08;0.859616;
2.4535e-08;0.85936;
2.4537e-08;0.859106;
2.4539e-08;0.858853;
2.4541e-08;0.858603;
2.4543e-08;0.858355;
2.4545e-08;0.858109;
2.4547e-08;0.857866;
2.4549e-08;0.857624;
2.4551e-08;0.857384;
2.4553e-08;0.857147;
2.4555e-08;0.856912;
2.4557e-08;0.856678;
2.4559e-08;0.856447;
2.4561e-08;0.856218;
2.4563e-08;0.855991;
2.4565e-08;0.855766;
2.4567e-08;0.855543;
2.4569e-08;0.855323;
2.4571e-08;0.855104;
2.4573e-08;0.854888;
2.4575e-08;0.854673;
2.4577e-08;0.854461;
2.4579e-08;0.854251;
2.4581e-08;0.854043;
2.4583e-08;0.853837;
2.4585e-08;0.853633;
2.4587e-08;0.853431;
2.4589e-08;0.853231;
2.4591e-08;0.853034;
2.4593e-08;0.852838;
2.4595e-08;0.852645;
2.4597e-08;0.852454;
2.4599e-08;0.852264;
2.4601e-08;0.852077;
2.4603e-08;0.851892;
2.4605e-08;0.851709;
2.4607e-08;0.851529;
2.4609e-08;0.85135;
2.4611e-08;0.851173;
2.4613e-08;0.850999;
2.4615e-08;0.850826;
2.4617e-08;0.850656;
2.4619e-08;0.850488;
2.4621e-08;0.850322;
2.4623e-08;0.850158;
2.4625e-08;0.849996;
2.4627e-08;0.849836;
2.4629e-08;0.849678;
2.4631e-08;0.849523;
2.4633e-08;0.849369;
2.4635e-08;0.849218;
2.4637e-08;0.849068;
2.4639e-08;0.848921;
2.4641e-08;0.848776;
2.4643e-08;0.848633;
2.4645e-08;0.848492;
2.4647e-08;0.848353;
2.4649e-08;0.848216;
2.4651e-08;0.848082;
2.4653e-08;0.847949;
2.4655e-08;0.847818;
2.4657e-08;0.84769;
2.4659e-08;0.847564;
2.4661e-08;0.847439;
2.4663e-08;0.847317;
2.4665e-08;0.847197;
2.4667e-08;0.847079;
2.4669e-08;0.846963;
2.4671e-08;0.846849;
2.4673e-08;0.846738;
2.4675e-08;0.846628;
2.4677e-08;0.84652;
2.4679e-08;0.846415;
2.4681e-08;0.846312;
2.4683e-08;0.84621;
2.4685e-08;0.846111;
2.4687e-08;0.846014;
2.4689e-08;0.845919;
2.4691e-08;0.845826;
2.4693e-08;0.845735;
2.4695e-08;0.845646;
2.4697e-08;0.845559;
2.4699e-08;0.845474;
2.4701e-08;0.845392;
2.4703e-08;0.845311;
2.4705e-08;0.845233;
2.4707e-08;0.845156;
2.4709e-08;0.845082;
2.4711e-08;0.845009;
2.4713e-08;0.844939;
2.4715e-08;0.844871;
2.4717e-08;0.844805;
2.4719e-08;0.844741;
2.4721e-08;0.844679;
2.4723e-08;0.844619;
2.4725e-08;0.844561;
2.4727e-08;0.844505;
2.4729e-08;0.844452;
2.4731e-08;0.8444;
2.4733e-08;0.84435;
2.4735e-08;0.844303;
2.4737e-08;0.844257;
2.4739e-08;0.844214;
2.4741e-08;0.844172;
2.4743e-08;0.844133;
2.4745e-08;0.844096;
2.4747e-08;0.84406;
2.4749e-08;0.844027;
2.4751e-08;0.843996;
2.4753e-08;0.843967;
2.4755e-08;0.84394;
2.4757e-08;0.843915;
2.4759e-08;0.843892;
2.4761e-08;0.843871;
2.4763e-08;0.843852;
2.4765e-08;0.843835;
2.4767e-08;0.84382;
2.4769e-08;0.843807;
2.4771e-08;0.843797;
2.4773e-08;0.843788;
2.4775e-08;0.843781;
2.4777e-08;0.843776;
2.4779e-08;0.843774;
2.4781e-08;0.843773;
2.4783e-08;0.843774;
2.4785e-08;0.843778;
2.4787e-08;0.843783;
2.4789e-08;0.843791;
2.4791e-08;0.8438;
2.4793e-08;0.843812;
2.4795e-08;0.843825;
2.4797e-08;0.843841;
2.4799e-08;0.843858;
2.4801e-08;0.843878;
2.4803e-08;0.843899;
2.4805e-08;0.843923;
2.4807e-08;0.843948;
2.4809e-08;0.843976;
2.4811e-08;0.844005;
2.4813e-08;0.844037;
2.4815e-08;0.84407;
2.4817e-08;0.844106;
2.4819e-08;0.844143;
2.4821e-08;0.844183;
2.4823e-08;0.844224;
2.4825e-08;0.844268;
2.4827e-08;0.844313;
2.4829e-08;0.844361;
2.4831e-08;0.84441;
2.4833e-08;0.844462;
2.4835e-08;0.844515;
2.4837e-08;0.84457;
2.4839e-08;0.844628;
2.4841e-08;0.844687;
2.4843e-08;0.844748;
2.4845e-08;0.844812;
2.4847e-08;0.844877;
2.4849e-08;0.844944;
2.4851e-08;0.845013;
2.4853e-08;0.845085;
2.4855e-08;0.845158;
2.4857e-08;0.845233;
2.4859e-08;0.84531;
2.4861e-08;0.845389;
2.4863e-08;0.84547;
2.4865e-08;0.845552;
2.4867e-08;0.845637;
2.4869e-08;0.845724;
2.4871e-08;0.845813;
2.4873e-08;0.845903;
2.4875e-08;0.845996;
2.4877e-08;0.846091;
2.4879e-08;0.846187;
2.4881e-08;0.846285;
2.4883e-08;0.846386;
2.4885e-08;0.846488;
2.4887e-08;0.846592;
2.4889e-08;0.846698;
2.4891e-08;0.846806;
2.4893e-08;0.846916;
2.4895e-08;0.847028;
2.4897e-08;0.847142;
2.4899e-08;0.847258;
2.4901e-08;0.847375;
2.4903e-08;0.847495;
2.4905e-08;0.847616;
2.4907e-08;0.84774;
2.4909e-08;0.847865;
2.4911e-08;0.847992;
2.4913e-08;0.848121;
2.4915e-08;0.848252;
2.4917e-08;0.848385;
2.4919e-08;0.84852;
2.4921e-08;0.848656;
2.4923e-08;0.848795;
2.4925e-08;0.848935;
2.4927e-08;0.849078;
2.4929e-08;0.849222;
2.4931e-08;0.849368;
2.4933e-08;0.849516;
2.4935e-08;0.849665;
2.4937e-08;0.849817;
2.4939e-08;0.849971;
2.4941e-08;0.850126;
2.4943e-08;0.850283;
2.4945e-08;0.850442;
2.4947e-08;0.850603;
2.4949e-08;0.850766;
2.4951e-08;0.850931;
2.4953e-08;0.851097;
2.4955e-08;0.851265;
2.4957e-08;0.851436;
2.4959e-08;0.851608;
2.4961e-08;0.851782;
2.4963e-08;0.851957;
2.4965e-08;0.852135;
2.4967e-08;0.852314;
2.4969e-08;0.852495;
2.4971e-08;0.852678;
2.4973e-08;0.852863;
2.4975e-08;0.85305;
2.4977e-08;0.853238;
2.4979e-08;0.853429;
2.4981e-08;0.853621;
