time;V(Net-_C1-Pad2_);
2.6656e-10;1.09939;
2.6856e-10;1.09939;
2.7056e-10;1.09939;
2.7256e-10;1.09939;
2.7456e-10;1.09939;
2.7656e-10;1.09939;
2.7856e-10;1.09939;
2.8056e-10;1.09939;
2.8256e-10;1.09939;
2.8456e-10;1.09939;
2.8656e-10;1.09939;
2.8856e-10;1.09939;
2.9056e-10;1.09939;
2.9256e-10;1.09939;
2.9456e-10;1.09939;
2.9656e-10;1.09939;
2.9856e-10;1.09939;
3.0056e-10;1.09939;
3.0256e-10;1.09939;
3.0456e-10;1.09939;
3.0656e-10;1.09939;
3.0856e-10;1.09939;
3.1056e-10;1.09939;
3.1256e-10;1.09939;
3.1456e-10;1.09939;
3.1656e-10;1.09939;
3.1856e-10;1.09939;
3.2056e-10;1.09939;
3.2256e-10;1.09939;
3.2456e-10;1.09939;
3.2656e-10;1.09939;
3.2856e-10;1.09939;
3.3056e-10;1.09939;
3.3256e-10;1.09939;
3.3456e-10;1.09939;
3.3656e-10;1.09939;
3.3856e-10;1.09939;
3.4056e-10;1.09939;
3.4256e-10;1.09939;
3.4456e-10;1.09939;
3.4656e-10;1.09939;
3.4856e-10;1.09939;
3.5056e-10;1.09939;
3.5256e-10;1.09939;
3.5456e-10;1.09939;
3.5656e-10;1.09939;
3.5856e-10;1.09939;
3.6056e-10;1.09939;
3.6256e-10;1.09939;
3.6456e-10;1.09939;
3.6656e-10;1.09939;
3.6856e-10;1.09939;
3.7056e-10;1.09939;
3.7256e-10;1.09939;
3.7456e-10;1.09939;
3.7656e-10;1.09939;
3.7856e-10;1.09939;
3.8056e-10;1.09939;
3.8256e-10;1.09939;
3.8456e-10;1.09939;
3.8656e-10;1.09939;
3.8856e-10;1.09939;
3.9056e-10;1.09939;
3.9256e-10;1.09939;
3.9456e-10;1.09939;
3.9656e-10;1.09939;
3.9856e-10;1.09939;
4.0056e-10;1.09939;
4.0256e-10;1.09939;
4.0456e-10;1.09939;
4.0656e-10;1.09939;
4.0856e-10;1.09939;
4.1056e-10;1.09939;
4.1256e-10;1.09939;
4.1456e-10;1.09939;
4.1656e-10;1.09939;
4.1856e-10;1.09939;
4.2056e-10;1.09939;
4.2256e-10;1.09939;
4.2456e-10;1.09939;
4.2656e-10;1.09939;
4.2856e-10;1.09939;
4.3056e-10;1.09939;
4.3256e-10;1.09939;
4.3456e-10;1.09939;
4.3656e-10;1.09939;
4.3856e-10;1.09939;
4.4056e-10;1.09939;
4.4256e-10;1.09939;
4.4456e-10;1.09939;
4.4656e-10;1.09939;
4.4856e-10;1.09939;
4.5056e-10;1.09939;
4.5256e-10;1.09939;
4.5456e-10;1.09939;
4.5656e-10;1.09939;
4.5856e-10;1.09939;
4.6056e-10;1.09939;
4.6256e-10;1.09939;
4.6456e-10;1.09939;
4.6656e-10;1.09939;
4.6856e-10;1.09939;
4.7056e-10;1.09939;
4.7256e-10;1.09939;
4.7456e-10;1.09939;
4.7656e-10;1.09939;
4.7856e-10;1.09939;
4.8056e-10;1.09939;
4.8256e-10;1.09939;
4.8456e-10;1.09939;
4.8656e-10;1.09939;
4.8856e-10;1.09939;
4.9056e-10;1.09939;
4.9256e-10;1.09939;
4.9456e-10;1.09939;
4.9656e-10;1.09939;
4.9856e-10;1.09939;
5.0056e-10;1.09939;
5.0256e-10;1.09939;
5.0456e-10;1.09939;
5.0656e-10;1.09939;
5.0856e-10;1.09939;
5.1056e-10;1.09939;
5.1256e-10;1.09939;
5.1456e-10;1.09939;
5.1656e-10;1.09939;
5.1856e-10;1.09939;
5.2056e-10;1.09939;
5.2256e-10;1.09939;
5.2456e-10;1.09939;
5.2656e-10;1.09939;
5.2856e-10;1.09939;
5.3056e-10;1.09939;
5.3256e-10;1.09939;
5.3456e-10;1.09939;
5.3656e-10;1.09939;
5.3856e-10;1.09939;
5.4056e-10;1.09939;
5.4256e-10;1.09939;
5.4456e-10;1.09939;
5.4656e-10;1.09939;
5.4856e-10;1.09939;
5.5056e-10;1.09939;
5.5256e-10;1.09939;
5.5456e-10;1.09939;
5.5656e-10;1.09939;
5.5856e-10;1.09939;
5.6056e-10;1.09939;
5.6256e-10;1.09939;
5.6456e-10;1.09939;
5.6656e-10;1.09939;
5.6856e-10;1.09939;
5.7056e-10;1.09939;
5.7256e-10;1.09939;
5.7456e-10;1.09939;
5.7656e-10;1.09939;
5.7856e-10;1.09939;
5.8056e-10;1.09939;
5.8256e-10;1.09939;
5.8456e-10;1.09939;
5.8656e-10;1.09939;
5.8856e-10;1.09939;
5.9056e-10;1.09939;
5.9256e-10;1.09939;
5.9456e-10;1.09939;
5.9656e-10;1.09939;
5.9856e-10;1.09939;
6.0056e-10;1.09939;
6.0256e-10;1.09939;
6.0456e-10;1.09939;
6.0656e-10;1.09939;
6.0856e-10;1.09939;
6.1056e-10;1.09939;
6.1256e-10;1.09939;
6.1456e-10;1.09939;
6.1656e-10;1.09939;
6.1856e-10;1.09939;
6.2056e-10;1.09939;
6.2256e-10;1.09939;
6.2456e-10;1.09939;
6.2656e-10;1.09939;
6.2856e-10;1.09939;
6.3056e-10;1.09939;
6.3256e-10;1.09939;
6.3456e-10;1.09939;
6.3656e-10;1.09939;
6.3856e-10;1.09939;
6.4056e-10;1.09939;
6.4256e-10;1.09939;
6.4456e-10;1.09939;
6.4656e-10;1.09939;
6.4856e-10;1.09939;
6.5056e-10;1.09939;
6.5256e-10;1.09939;
6.5456e-10;1.09939;
6.5656e-10;1.09939;
6.5856e-10;1.09939;
6.6056e-10;1.09939;
6.6256e-10;1.09939;
6.6456e-10;1.09939;
6.6656e-10;1.09939;
6.6856e-10;1.09939;
6.7056e-10;1.09939;
6.7256e-10;1.09939;
6.7456e-10;1.09939;
6.7656e-10;1.09939;
6.7856e-10;1.09939;
6.8056e-10;1.09939;
6.8256e-10;1.09939;
6.8456e-10;1.09939;
6.8656e-10;1.09939;
6.8856e-10;1.09939;
6.9056e-10;1.09939;
6.9256e-10;1.09939;
6.9456e-10;1.09939;
6.9656e-10;1.09939;
6.9856e-10;1.09939;
7.0056e-10;1.09939;
7.0256e-10;1.09939;
7.0456e-10;1.09939;
7.0656e-10;1.09939;
7.0856e-10;1.09939;
7.1056e-10;1.09939;
7.1256e-10;1.09939;
7.1456e-10;1.09939;
7.1656e-10;1.09939;
7.1856e-10;1.09939;
7.2056e-10;1.09939;
7.2256e-10;1.09939;
7.2456e-10;1.09939;
7.2656e-10;1.09939;
7.2856e-10;1.09939;
7.3056e-10;1.09939;
7.3256e-10;1.09939;
7.3456e-10;1.09939;
7.3656e-10;1.09939;
7.3856e-10;1.09939;
7.4056e-10;1.09939;
7.4256e-10;1.09939;
7.4456e-10;1.09939;
7.4656e-10;1.09939;
7.4856e-10;1.09939;
7.5056e-10;1.09939;
7.5256e-10;1.09939;
7.5456e-10;1.09939;
7.5656e-10;1.09939;
7.5856e-10;1.09939;
7.6056e-10;1.09939;
7.6256e-10;1.09939;
7.6456e-10;1.09939;
7.6656e-10;1.09939;
7.6856e-10;1.09939;
7.7056e-10;1.09939;
7.7256e-10;1.09939;
7.7456e-10;1.09939;
7.7656e-10;1.09939;
7.7856e-10;1.09939;
7.8056e-10;1.09939;
7.8256e-10;1.09939;
7.8456e-10;1.09939;
7.8656e-10;1.09939;
7.8856e-10;1.09939;
7.9056e-10;1.09939;
7.9256e-10;1.09939;
7.9456e-10;1.09939;
7.9656e-10;1.09939;
7.9856e-10;1.09939;
8.0056e-10;1.09939;
8.0256e-10;1.09939;
8.0456e-10;1.09939;
8.0656e-10;1.09939;
8.0856e-10;1.09939;
8.1056e-10;1.09939;
8.1256e-10;1.09939;
8.1456e-10;1.09939;
8.1656e-10;1.09939;
8.1856e-10;1.09939;
8.2056e-10;1.09939;
8.2256e-10;1.09939;
8.2456e-10;1.09939;
8.2656e-10;1.09939;
8.2856e-10;1.09939;
8.3056e-10;1.09939;
8.3256e-10;1.09939;
8.3456e-10;1.09939;
8.3656e-10;1.09939;
8.3856e-10;1.09939;
8.4056e-10;1.09939;
8.4256e-10;1.09939;
8.4456e-10;1.09939;
8.4656e-10;1.09939;
8.4856e-10;1.09939;
8.5056e-10;1.09939;
8.5256e-10;1.09939;
8.5456e-10;1.09939;
8.5656e-10;1.09939;
8.5856e-10;1.09939;
8.6056e-10;1.09939;
8.6256e-10;1.09939;
8.6456e-10;1.09939;
8.6656e-10;1.09939;
8.6856e-10;1.09939;
8.7056e-10;1.09939;
8.7256e-10;1.09939;
8.7456e-10;1.09939;
8.7656e-10;1.09939;
8.7856e-10;1.09939;
8.8056e-10;1.09939;
8.8256e-10;1.09939;
8.8456e-10;1.09939;
8.8656e-10;1.09939;
8.8856e-10;1.09939;
8.9056e-10;1.09939;
8.9256e-10;1.09939;
8.9456e-10;1.09939;
8.9656e-10;1.09939;
8.9856e-10;1.09939;
9.0056e-10;1.09939;
9.0256e-10;1.09939;
9.0456e-10;1.09939;
9.0656e-10;1.09939;
9.0856e-10;1.09939;
9.1056e-10;1.09939;
9.1256e-10;1.09939;
9.1456e-10;1.09939;
9.1656e-10;1.09939;
9.1856e-10;1.09939;
9.2056e-10;1.09939;
9.2256e-10;1.09939;
9.2456e-10;1.09939;
9.2656e-10;1.09939;
9.2856e-10;1.09939;
9.3056e-10;1.09939;
9.3256e-10;1.09939;
9.3456e-10;1.09939;
9.3656e-10;1.09939;
9.3856e-10;1.09939;
9.4056e-10;1.09939;
9.4256e-10;1.09939;
9.4456e-10;1.09939;
9.4656e-10;1.09939;
9.4856e-10;1.09939;
9.5056e-10;1.09939;
9.5256e-10;1.09939;
9.5456e-10;1.09939;
9.5656e-10;1.09939;
9.5856e-10;1.09939;
9.6056e-10;1.09939;
9.6256e-10;1.09939;
9.6456e-10;1.09939;
9.6656e-10;1.09939;
9.6856e-10;1.09939;
9.7056e-10;1.09939;
9.7256e-10;1.09939;
9.7456e-10;1.09939;
9.7656e-10;1.09939;
9.7856e-10;1.09939;
9.8056e-10;1.09939;
9.8256e-10;1.09939;
9.8456e-10;1.09939;
9.8656e-10;1.09939;
9.8856e-10;1.09939;
9.9056e-10;1.09939;
9.9256e-10;1.09939;
9.9456e-10;1.09939;
9.9656e-10;1.09939;
9.9856e-10;1.09939;
1e-09;1.09939;
1.0002e-09;1.10016;
1.0006e-09;1.10168;
1.0014e-09;1.10471;
1.00293e-09;1.11047;
1.00493e-09;1.11793;
1.00693e-09;1.1253;
1.00893e-09;1.13259;
1.01093e-09;1.1398;
1.01293e-09;1.14692;
1.01493e-09;1.15397;
1.01693e-09;1.16093;
1.01893e-09;1.16782;
1.02093e-09;1.17462;
1.02293e-09;1.18135;
1.02493e-09;1.188;
1.02693e-09;1.19457;
1.02893e-09;1.20107;
1.03093e-09;1.20749;
1.03293e-09;1.21384;
1.03493e-09;1.22012;
1.03693e-09;1.22632;
1.03893e-09;1.23245;
1.04093e-09;1.23851;
1.04293e-09;1.2445;
1.04493e-09;1.25042;
1.04693e-09;1.25627;
1.04893e-09;1.26205;
1.05093e-09;1.26777;
1.05293e-09;1.27341;
1.05493e-09;1.27899;
1.05693e-09;1.28451;
1.05893e-09;1.28996;
1.06093e-09;1.29534;
1.06293e-09;1.30067;
1.06493e-09;1.30593;
1.06693e-09;1.31112;
1.06893e-09;1.31626;
1.07093e-09;1.32133;
1.07293e-09;1.32634;
1.07493e-09;1.3313;
1.07693e-09;1.33619;
1.07893e-09;1.34102;
1.08093e-09;1.3458;
1.08293e-09;1.35052;
1.08493e-09;1.35518;
1.08693e-09;1.35979;
1.08893e-09;1.36434;
1.09093e-09;1.36883;
1.09293e-09;1.37327;
1.09493e-09;1.37766;
1.09693e-09;1.38199;
1.09893e-09;1.38627;
1.10093e-09;1.39049;
1.10293e-09;1.39467;
1.10493e-09;1.39879;
1.10693e-09;1.40286;
1.10893e-09;1.40688;
1.11093e-09;1.41085;
1.11293e-09;1.41477;
1.11493e-09;1.41865;
1.11693e-09;1.42247;
1.11893e-09;1.42624;
1.12093e-09;1.42997;
1.12293e-09;1.43365;
1.12493e-09;1.43729;
1.12693e-09;1.44087;
1.12893e-09;1.44441;
1.13093e-09;1.44791;
1.13293e-09;1.45136;
1.13493e-09;1.45477;
1.13693e-09;1.45813;
1.13893e-09;1.46145;
1.14093e-09;1.46473;
1.14293e-09;1.46796;
1.14493e-09;1.47115;
1.14693e-09;1.4743;
1.14893e-09;1.47741;
1.15093e-09;1.48048;
1.15293e-09;1.4835;
1.15493e-09;1.48649;
1.15693e-09;1.48943;
1.15893e-09;1.49234;
1.16093e-09;1.49521;
1.16293e-09;1.49804;
1.16493e-09;1.50083;
1.16693e-09;1.50358;
1.16893e-09;1.50629;
1.17093e-09;1.50897;
1.17293e-09;1.51161;
1.17493e-09;1.51422;
1.17693e-09;1.51678;
1.17893e-09;1.51932;
1.18093e-09;1.52181;
1.18293e-09;1.52428;
1.18493e-09;1.5267;
1.18693e-09;1.52909;
1.18893e-09;1.53145;
1.19093e-09;1.53378;
1.19293e-09;1.53607;
1.19493e-09;1.53833;
1.19693e-09;1.54055;
1.19893e-09;1.54274;
1.20093e-09;1.5449;
1.20293e-09;1.54703;
1.20493e-09;1.54913;
1.20693e-09;1.55119;
1.20893e-09;1.55323;
1.21093e-09;1.55523;
1.21293e-09;1.55721;
1.21493e-09;1.55915;
1.21693e-09;1.56106;
1.21893e-09;1.56295;
1.22093e-09;1.5648;
1.22293e-09;1.56663;
1.22493e-09;1.56843;
1.22693e-09;1.5702;
1.22893e-09;1.57194;
1.23093e-09;1.57365;
1.23293e-09;1.57534;
1.23493e-09;1.57699;
1.23693e-09;1.57862;
1.23893e-09;1.58023;
1.24093e-09;1.58181;
1.24293e-09;1.58336;
1.24493e-09;1.58488;
1.24693e-09;1.58638;
1.24893e-09;1.58785;
1.25093e-09;1.5893;
1.25293e-09;1.59073;
1.25493e-09;1.59212;
1.25693e-09;1.5935;
1.25893e-09;1.59485;
1.26093e-09;1.59617;
1.26293e-09;1.59747;
1.26493e-09;1.59875;
1.26693e-09;1.60001;
1.26893e-09;1.60124;
1.27093e-09;1.60244;
1.27293e-09;1.60363;
1.27493e-09;1.60479;
1.27693e-09;1.60593;
1.27893e-09;1.60705;
1.28093e-09;1.60814;
1.28293e-09;1.60922;
1.28493e-09;1.61027;
1.28693e-09;1.6113;
1.28893e-09;1.61231;
1.29093e-09;1.6133;
1.29293e-09;1.61427;
1.29493e-09;1.61521;
1.29693e-09;1.61614;
1.29893e-09;1.61705;
1.30093e-09;1.61793;
1.30293e-09;1.6188;
1.30493e-09;1.61965;
1.30693e-09;1.62047;
1.30893e-09;1.62128;
1.31093e-09;1.62207;
1.31293e-09;1.62284;
1.31493e-09;1.62359;
1.31693e-09;1.62432;
1.31893e-09;1.62504;
1.32093e-09;1.62573;
1.32293e-09;1.62641;
1.32493e-09;1.62707;
1.32693e-09;1.62771;
1.32893e-09;1.62833;
1.33093e-09;1.62894;
1.33293e-09;1.62953;
1.33493e-09;1.6301;
1.33693e-09;1.63066;
1.33893e-09;1.63119;
1.34093e-09;1.63172;
1.34293e-09;1.63222;
1.34493e-09;1.63271;
1.34693e-09;1.63318;
1.34893e-09;1.63364;
1.35093e-09;1.63408;
1.35293e-09;1.6345;
1.35493e-09;1.63491;
1.35693e-09;1.6353;
1.35893e-09;1.63568;
1.36093e-09;1.63604;
1.36293e-09;1.63639;
1.36493e-09;1.63672;
1.36693e-09;1.63704;
1.36893e-09;1.63734;
1.37093e-09;1.63763;
1.37293e-09;1.6379;
1.37493e-09;1.63816;
1.37693e-09;1.63841;
1.37893e-09;1.63864;
1.38093e-09;1.63886;
1.38293e-09;1.63906;
1.38493e-09;1.63925;
1.38693e-09;1.63943;
1.38893e-09;1.63959;
1.39093e-09;1.63974;
1.39293e-09;1.63987;
1.39493e-09;1.63999;
1.39693e-09;1.6401;
1.39893e-09;1.6402;
1.40093e-09;1.64028;
1.40293e-09;1.64036;
1.40493e-09;1.64041;
1.40693e-09;1.64046;
1.40893e-09;1.64049;
1.41093e-09;1.64052;
1.41293e-09;1.64053;
1.41493e-09;1.64052;
1.41693e-09;1.64051;
1.41893e-09;1.64048;
1.42093e-09;1.64044;
1.42293e-09;1.64039;
1.42493e-09;1.64033;
1.42693e-09;1.64026;
1.42893e-09;1.64018;
1.43093e-09;1.64008;
1.43293e-09;1.63998;
1.43493e-09;1.63986;
1.43693e-09;1.63973;
1.43893e-09;1.63959;
1.44093e-09;1.63944;
1.44293e-09;1.63928;
1.44493e-09;1.63911;
1.44693e-09;1.63893;
1.44893e-09;1.63874;
1.45093e-09;1.63853;
1.45293e-09;1.63832;
1.45493e-09;1.6381;
1.45693e-09;1.63787;
1.45893e-09;1.63762;
1.46093e-09;1.63737;
1.46293e-09;1.63711;
1.46493e-09;1.63684;
1.46693e-09;1.63656;
1.46893e-09;1.63627;
1.47093e-09;1.63597;
1.47293e-09;1.63566;
1.47493e-09;1.63534;
1.47693e-09;1.63501;
1.47893e-09;1.63467;
1.48093e-09;1.63432;
1.48293e-09;1.63397;
1.48493e-09;1.6336;
1.48693e-09;1.63323;
1.48893e-09;1.63285;
1.49093e-09;1.63246;
1.49293e-09;1.63206;
1.49493e-09;1.63165;
1.49693e-09;1.63123;
1.49893e-09;1.63081;
1.50093e-09;1.63038;
1.50293e-09;1.62993;
1.50493e-09;1.62948;
1.50693e-09;1.62903;
1.50893e-09;1.62856;
1.51093e-09;1.62809;
1.51293e-09;1.6276;
1.51493e-09;1.62711;
1.51693e-09;1.62662;
1.51893e-09;1.62611;
1.52093e-09;1.6256;
1.52293e-09;1.62508;
1.52493e-09;1.62455;
1.52693e-09;1.62401;
1.52893e-09;1.62347;
1.53093e-09;1.62292;
1.53293e-09;1.62236;
1.53493e-09;1.6218;
1.53693e-09;1.62123;
1.53893e-09;1.62065;
1.54093e-09;1.62006;
1.54293e-09;1.61947;
1.54493e-09;1.61887;
1.54693e-09;1.61826;
1.54893e-09;1.61765;
1.55093e-09;1.61703;
1.55293e-09;1.6164;
1.55493e-09;1.61576;
1.55693e-09;1.61512;
1.55893e-09;1.61448;
1.56093e-09;1.61382;
1.56293e-09;1.61316;
1.56493e-09;1.61249;
1.56693e-09;1.61182;
1.56893e-09;1.61114;
1.57093e-09;1.61046;
1.57293e-09;1.60976;
1.57493e-09;1.60907;
1.57693e-09;1.60836;
1.57893e-09;1.60765;
1.58093e-09;1.60694;
1.58293e-09;1.60621;
1.58493e-09;1.60549;
1.58693e-09;1.60475;
1.58893e-09;1.60401;
1.59093e-09;1.60327;
1.59293e-09;1.60252;
1.59493e-09;1.60176;
1.59693e-09;1.601;
1.59893e-09;1.60023;
1.60093e-09;1.59945;
1.60293e-09;1.59868;
1.60493e-09;1.59789;
1.60693e-09;1.5971;
1.60893e-09;1.59631;
1.61093e-09;1.59551;
1.61293e-09;1.5947;
1.61493e-09;1.59389;
1.61693e-09;1.59307;
1.61893e-09;1.59225;
1.62093e-09;1.59142;
1.62293e-09;1.59059;
1.62493e-09;1.58976;
1.62693e-09;1.58891;
1.62893e-09;1.58807;
1.63093e-09;1.58722;
1.63293e-09;1.58636;
1.63493e-09;1.5855;
1.63693e-09;1.58463;
1.63893e-09;1.58376;
1.64093e-09;1.58289;
1.64293e-09;1.58201;
1.64493e-09;1.58112;
1.64693e-09;1.58023;
1.64893e-09;1.57934;
1.65093e-09;1.57844;
1.65293e-09;1.57754;
1.65493e-09;1.57663;
1.65693e-09;1.57572;
1.65893e-09;1.5748;
1.66093e-09;1.57388;
1.66293e-09;1.57296;
1.66493e-09;1.57203;
1.66693e-09;1.57109;
1.66893e-09;1.57016;
1.67093e-09;1.56921;
1.67293e-09;1.56827;
1.67493e-09;1.56732;
1.67693e-09;1.56636;
1.67893e-09;1.56541;
1.68093e-09;1.56444;
1.68293e-09;1.56348;
1.68493e-09;1.56251;
1.68693e-09;1.56153;
1.68893e-09;1.56056;
1.69093e-09;1.55957;
1.69293e-09;1.55859;
1.69493e-09;1.5576;
1.69693e-09;1.55661;
1.69893e-09;1.55561;
1.70093e-09;1.55461;
1.70293e-09;1.55361;
1.70493e-09;1.5526;
1.70693e-09;1.55159;
1.70893e-09;1.55057;
1.71093e-09;1.54955;
1.71293e-09;1.54853;
1.71493e-09;1.54751;
1.71693e-09;1.54648;
1.71893e-09;1.54545;
1.72093e-09;1.54441;
1.72293e-09;1.54337;
1.72493e-09;1.54233;
1.72693e-09;1.54128;
1.72893e-09;1.54023;
1.73093e-09;1.53918;
1.73293e-09;1.53813;
1.73493e-09;1.53707;
1.73693e-09;1.53601;
1.73893e-09;1.53494;
1.74093e-09;1.53387;
1.74293e-09;1.5328;
1.74493e-09;1.53173;
1.74693e-09;1.53065;
1.74893e-09;1.52957;
1.75093e-09;1.52849;
1.75293e-09;1.5274;
1.75493e-09;1.52631;
1.75693e-09;1.52522;
1.75893e-09;1.52412;
1.76093e-09;1.52303;
1.76293e-09;1.52193;
1.76493e-09;1.52082;
1.76693e-09;1.51972;
1.76893e-09;1.51861;
1.77093e-09;1.51749;
1.77293e-09;1.51638;
1.77493e-09;1.51526;
1.77693e-09;1.51414;
1.77893e-09;1.51302;
1.78093e-09;1.51189;
1.78293e-09;1.51077;
1.78493e-09;1.50964;
1.78693e-09;1.5085;
1.78893e-09;1.50737;
1.79093e-09;1.50623;
1.79293e-09;1.50509;
1.79493e-09;1.50395;
1.79693e-09;1.5028;
1.79893e-09;1.50165;
1.80093e-09;1.5005;
1.80293e-09;1.49935;
1.80493e-09;1.49819;
1.80693e-09;1.49704;
1.80893e-09;1.49588;
1.81093e-09;1.49472;
1.81293e-09;1.49355;
1.81493e-09;1.49239;
1.81693e-09;1.49122;
1.81893e-09;1.49005;
1.82093e-09;1.48887;
1.82293e-09;1.4877;
1.82493e-09;1.48652;
1.82693e-09;1.48534;
1.82893e-09;1.48416;
1.83093e-09;1.48298;
1.83293e-09;1.48179;
1.83493e-09;1.4806;
1.83693e-09;1.47941;
1.83893e-09;1.47822;
1.84093e-09;1.47703;
1.84293e-09;1.47583;
1.84493e-09;1.47463;
1.84693e-09;1.47343;
1.84893e-09;1.47223;
1.85093e-09;1.47103;
1.85293e-09;1.46982;
1.85493e-09;1.46862;
1.85693e-09;1.46741;
1.85893e-09;1.4662;
1.86093e-09;1.46498;
1.86293e-09;1.46377;
1.86493e-09;1.46255;
1.86693e-09;1.46133;
1.86893e-09;1.46011;
1.87093e-09;1.45889;
1.87293e-09;1.45767;
1.87493e-09;1.45645;
1.87693e-09;1.45522;
1.87893e-09;1.45399;
1.88093e-09;1.45276;
1.88293e-09;1.45153;
1.88493e-09;1.4503;
1.88693e-09;1.44906;
1.88893e-09;1.44783;
1.89093e-09;1.44659;
1.89293e-09;1.44535;
1.89493e-09;1.44411;
1.89693e-09;1.44287;
1.89893e-09;1.44163;
1.90093e-09;1.44038;
1.90293e-09;1.43913;
1.90493e-09;1.43789;
1.90693e-09;1.43664;
1.90893e-09;1.43539;
1.91093e-09;1.43414;
1.91293e-09;1.43288;
1.91493e-09;1.43163;
1.91693e-09;1.43037;
1.91893e-09;1.42912;
1.92093e-09;1.42786;
1.92293e-09;1.4266;
1.92493e-09;1.42534;
1.92693e-09;1.42408;
1.92893e-09;1.42281;
1.93093e-09;1.42155;
1.93293e-09;1.42028;
1.93493e-09;1.41902;
1.93693e-09;1.41775;
1.93893e-09;1.41648;
1.94093e-09;1.41521;
1.94293e-09;1.41394;
1.94493e-09;1.41267;
1.94693e-09;1.41139;
1.94893e-09;1.41012;
1.95093e-09;1.40884;
1.95293e-09;1.40757;
1.95493e-09;1.40629;
1.95693e-09;1.40501;
1.95893e-09;1.40373;
1.96093e-09;1.40245;
1.96293e-09;1.40117;
1.96493e-09;1.39989;
1.96693e-09;1.3986;
1.96893e-09;1.39732;
1.97093e-09;1.39603;
1.97293e-09;1.39475;
1.97493e-09;1.39346;
1.97693e-09;1.39217;
1.97893e-09;1.39089;
1.98093e-09;1.3896;
1.98293e-09;1.38831;
