time;V(Net-_R1-Pad1_);V(Vcmp);
1.34008e-07;4.1;1.67737;
1.34013e-07;4.1;1.67299;
1.34018e-07;4.1;1.66859;
1.34023e-07;4.1;1.66417;
1.34028e-07;4.1;1.65973;
1.34033e-07;4.1;1.65527;
1.34038e-07;4.1;1.65079;
1.34043e-07;4.1;1.6463;
1.34048e-07;4.1;1.64178;
1.34053e-07;4.1;1.63725;
1.34058e-07;4.1;1.63271;
1.34063e-07;4.1;1.62814;
1.34068e-07;4.1;1.62356;
1.34073e-07;4.1;1.61897;
1.34078e-07;4.1;1.61435;
1.34083e-07;4.1;1.60973;
1.34088e-07;4.1;1.60509;
1.34093e-07;4.1;1.60043;
1.34098e-07;4.1;1.59577;
1.34103e-07;4.1;1.59108;
1.34108e-07;4.1;1.58639;
1.34113e-07;4.1;1.58168;
1.34118e-07;4.1;1.57697;
1.34123e-07;4.1;1.57224;
1.34128e-07;4.1;1.56749;
1.34133e-07;4.1;1.56274;
1.34138e-07;4.1;1.55798;
1.34143e-07;4.1;1.55321;
1.34148e-07;4.1;1.54843;
1.34153e-07;4.1;1.54364;
1.34158e-07;4.1;1.53884;
1.34163e-07;4.1;1.53403;
1.34168e-07;4.1;1.52922;
1.34173e-07;4.1;1.52439;
1.34178e-07;4.1;1.51956;
1.34183e-07;4.1;1.51473;
1.34188e-07;4.1;1.50988;
1.34193e-07;4.1;1.50504;
1.34198e-07;4.1;1.50018;
1.34203e-07;4.1;1.49532;
1.34208e-07;4.1;1.49046;
1.34213e-07;4.1;1.48559;
1.34218e-07;4.1;1.48072;
1.34223e-07;4.1;1.47584;
1.34228e-07;4.1;1.47097;
1.34233e-07;4.1;1.46608;
1.34238e-07;4.1;1.4612;
1.34243e-07;4.1;1.45632;
1.34248e-07;4.1;1.45143;
1.34253e-07;4.1;1.44654;
1.34258e-07;4.1;1.44165;
1.34263e-07;4.1;1.43676;
1.34268e-07;4.1;1.43187;
1.34273e-07;4.1;1.42698;
1.34278e-07;4.1;1.4221;
1.34283e-07;4.1;1.41721;
1.34288e-07;4.1;1.41232;
1.34293e-07;4.1;1.40744;
1.34298e-07;4.1;1.40256;
1.34303e-07;4.1;1.39768;
1.34308e-07;4.1;1.3928;
1.34313e-07;4.1;1.38793;
1.34318e-07;4.1;1.38306;
1.34323e-07;4.1;1.3782;
1.34328e-07;4.1;1.37334;
1.34333e-07;4.1;1.36848;
1.34338e-07;4.1;1.36363;
1.34343e-07;4.1;1.35879;
1.34348e-07;4.1;1.35395;
1.34353e-07;4.1;1.34911;
1.34358e-07;4.1;1.34429;
1.34363e-07;4.1;1.33947;
1.34368e-07;4.1;1.33465;
1.34373e-07;4.1;1.32985;
1.34378e-07;4.1;1.32505;
1.34383e-07;4.1;1.32026;
1.34388e-07;4.1;1.31548;
1.34393e-07;4.1;1.31071;
1.34398e-07;4.1;1.30595;
1.34403e-07;4.1;1.3012;
1.34408e-07;4.1;1.29645;
1.34413e-07;4.1;1.29172;
1.34418e-07;4.1;1.287;
1.34423e-07;4.1;1.28229;
1.34428e-07;4.1;1.27759;
1.34433e-07;4.1;1.2729;
1.34438e-07;4.1;1.26822;
1.34443e-07;4.1;1.26355;
1.34448e-07;4.1;1.2589;
1.34453e-07;4.1;1.25426;
1.34458e-07;4.1;1.24963;
1.34463e-07;4.1;1.24502;
1.34468e-07;4.1;1.24042;
1.34473e-07;4.1;1.23583;
1.34478e-07;4.1;1.23126;
1.34483e-07;4.1;1.2267;
1.34488e-07;4.1;1.22216;
1.34493e-07;4.1;1.21763;
1.34498e-07;4.1;1.21311;
1.34503e-07;4.1;1.20861;
1.34508e-07;4.1;1.20413;
1.34513e-07;4.1;1.19967;
1.34518e-07;4.1;1.19522;
1.34523e-07;4.1;1.19078;
1.34528e-07;4.1;1.18637;
1.34533e-07;4.1;1.18197;
1.34538e-07;4.1;1.17758;
1.34543e-07;4.1;1.17322;
1.34548e-07;4.1;1.16887;
1.34553e-07;4.1;1.16455;
1.34558e-07;4.1;1.16024;
1.34563e-07;4.1;1.15594;
1.34568e-07;4.1;1.15167;
1.34573e-07;4.1;1.14742;
1.34578e-07;4.1;1.14318;
1.34583e-07;4.1;1.13897;
1.34588e-07;4.1;1.13477;
1.34593e-07;4.1;1.1306;
1.34598e-07;4.1;1.12644;
1.34603e-07;4.1;1.12231;
1.34608e-07;4.1;1.1182;
1.34613e-07;4.1;1.1141;
1.34618e-07;4.1;1.11003;
1.34623e-07;4.1;1.10598;
1.34628e-07;4.1;1.10195;
1.34633e-07;4.1;1.09794;
1.34638e-07;4.1;1.09396;
1.34643e-07;4.1;1.09;
1.34648e-07;4.1;1.08605;
1.34653e-07;4.1;1.08214;
1.34658e-07;4.1;1.07824;
1.34663e-07;4.1;1.07437;
1.34668e-07;4.1;1.07052;
1.34673e-07;4.1;1.06669;
1.34678e-07;4.1;1.06289;
1.34683e-07;4.1;1.05911;
1.34688e-07;4.1;1.05535;
1.34693e-07;4.1;1.05162;
1.34698e-07;4.1;1.04791;
1.34703e-07;4.1;1.04423;
1.34708e-07;4.1;1.04057;
1.34713e-07;4.1;1.03693;
1.34718e-07;4.1;1.03332;
1.34723e-07;4.1;1.02974;
1.34728e-07;4.1;1.02618;
1.34733e-07;4.1;1.02264;
1.34738e-07;4.1;1.01913;
1.34743e-07;4.1;1.01565;
1.34748e-07;4.1;1.01219;
1.34753e-07;4.1;1.00876;
1.34758e-07;4.1;1.00535;
1.34763e-07;4.1;1.00197;
1.34768e-07;4.1;0.998613;
1.34773e-07;4.1;0.995284;
1.34778e-07;4.1;0.991982;
1.34783e-07;4.1;0.988706;
1.34788e-07;4.1;0.985457;
1.34793e-07;4.1;0.982234;
1.34798e-07;4.1;0.979038;
1.34803e-07;4.1;0.97587;
1.34808e-07;4.1;0.972728;
1.34813e-07;4.1;0.969613;
1.34818e-07;4.1;0.966526;
1.34823e-07;4.1;0.963466;
1.34828e-07;4.1;0.960433;
1.34833e-07;4.1;0.957428;
1.34838e-07;4.1;0.954451;
1.34843e-07;4.1;0.951501;
1.34848e-07;4.1;0.948579;
1.34853e-07;4.1;0.945685;
1.34858e-07;4.1;0.942819;
1.34863e-07;4.1;0.939981;
1.34868e-07;4.1;0.937171;
1.34873e-07;4.1;0.93439;
1.34878e-07;4.1;0.931636;
1.34883e-07;4.1;0.928911;
1.34888e-07;4.1;0.926214;
1.34893e-07;4.1;0.923546;
1.34898e-07;4.1;0.920906;
1.34903e-07;4.1;0.918295;
1.34908e-07;4.1;0.915713;
1.34913e-07;4.1;0.913159;
1.34918e-07;4.1;0.910634;
1.34923e-07;4.1;0.908138;
1.34928e-07;4.1;0.90567;
1.34933e-07;4.1;0.903231;
1.34938e-07;4.1;0.900822;
1.34943e-07;4.1;0.898441;
1.34948e-07;4.1;0.896089;
1.34953e-07;4.1;0.893767;
1.34958e-07;4.1;0.891473;
1.34963e-07;4.1;0.889209;
1.34968e-07;4.1;0.886973;
1.34973e-07;4.1;0.884767;
1.34978e-07;4.1;0.88259;
1.34983e-07;4.1;0.880442;
1.34988e-07;4.1;0.878323;
1.34993e-07;4.1;0.876234;
1.34998e-07;4.1;0.874174;
1.35003e-07;4.1;0.872143;
1.35008e-07;4.1;0.870142;
1.35013e-07;4.1;0.868169;
1.35018e-07;4.1;0.866226;
1.35023e-07;4.1;0.864313;
1.35028e-07;4.1;0.862428;
1.35033e-07;4.1;0.860573;
1.35038e-07;4.1;0.858748;
1.35043e-07;4.1;0.856951;
1.35048e-07;4.1;0.855184;
1.35053e-07;4.1;0.853447;
1.35058e-07;4.1;0.851738;
1.35063e-07;4.1;0.850059;
1.35068e-07;4.1;0.848409;
1.35073e-07;4.1;0.846789;
1.35078e-07;4.1;0.845197;
1.35083e-07;4.1;0.843635;
1.35088e-07;4.1;0.842102;
1.35093e-07;4.1;0.840599;
1.35098e-07;4.1;0.839124;
1.35103e-07;4.1;0.837679;
1.35108e-07;4.1;0.836263;
1.35113e-07;4.1;0.834876;
1.35118e-07;4.1;0.833518;
1.35123e-07;4.1;0.832189;
1.35128e-07;4.1;0.830889;
1.35133e-07;4.1;0.829619;
1.35138e-07;4.1;0.828377;
1.35143e-07;4.1;0.827164;
1.35148e-07;4.1;0.82598;
1.35153e-07;4.1;0.824825;
1.35158e-07;4.1;0.823698;
1.35163e-07;4.1;0.822601;
1.35168e-07;4.1;0.821532;
1.35173e-07;4.1;0.820492;
1.35178e-07;4.1;0.819481;
1.35183e-07;4.1;0.818498;
1.35188e-07;4.1;0.817544;
1.35193e-07;4.1;0.816618;
1.35198e-07;4.1;0.815721;
1.35203e-07;4.1;0.814852;
1.35208e-07;4.1;0.814012;
1.35213e-07;4.1;0.8132;
1.35218e-07;4.1;0.812416;
1.35223e-07;4.1;0.811661;
1.35228e-07;4.1;0.810933;
1.35233e-07;4.1;0.810234;
1.35238e-07;4.1;0.809563;
1.35243e-07;4.1;0.80892;
1.35248e-07;4.1;0.808304;
1.35253e-07;4.1;0.807717;
1.35258e-07;4.1;0.807157;
1.35263e-07;4.1;0.806625;
1.35268e-07;4.1;0.806121;
1.35273e-07;4.1;0.805645;
1.35278e-07;4.1;0.805196;
1.35283e-07;4.1;0.804774;
1.35288e-07;4.1;0.80438;
1.35293e-07;4.1;0.804013;
1.35298e-07;4.1;0.803674;
1.35303e-07;4.1;0.803362;
1.35308e-07;4.1;0.803077;
1.35313e-07;4.1;0.802819;
1.35318e-07;4.1;0.802588;
1.35323e-07;4.1;0.802384;
1.35328e-07;4.1;0.802207;
1.35333e-07;4.1;0.802056;
1.35338e-07;4.1;0.801933;
1.35343e-07;4.1;0.801836;
1.35348e-07;4.1;0.801765;
1.35353e-07;4.1;0.801721;
1.35358e-07;4.1;0.801704;
1.35363e-07;4.1;0.801713;
1.35368e-07;4.1;0.801748;
1.35373e-07;4.1;0.801809;
1.35378e-07;4.1;0.801896;
1.35383e-07;4.1;0.80201;
1.35388e-07;4.1;0.802149;
1.35393e-07;4.1;0.802314;
1.35398e-07;4.1;0.802505;
1.35403e-07;4.1;0.802722;
1.35408e-07;4.1;0.802964;
1.35413e-07;4.1;0.803232;
1.35418e-07;4.1;0.803525;
1.35423e-07;4.1;0.803844;
1.35428e-07;4.1;0.804188;
1.35433e-07;4.1;0.804557;
1.35438e-07;4.1;0.804952;
1.35443e-07;4.1;0.805371;
1.35448e-07;4.1;0.805815;
1.35453e-07;4.1;0.806285;
1.35458e-07;4.1;0.806779;
1.35463e-07;4.1;0.807297;
1.35468e-07;4.1;0.807841;
1.35473e-07;4.1;0.808409;
1.35478e-07;4.1;0.809001;
1.35483e-07;4.1;0.809618;
1.35488e-07;4.1;0.810259;
1.35493e-07;4.1;0.810924;
1.35498e-07;4.1;0.811613;
1.35503e-07;4.1;0.812327;
1.35508e-07;4.1;0.813064;
1.35513e-07;4.1;0.813825;
1.35518e-07;4.1;0.81461;
1.35523e-07;4.1;0.815419;
1.35528e-07;4.1;0.816251;
1.35533e-07;4.1;0.817107;
1.35538e-07;4.1;0.817986;
1.35543e-07;4.1;0.818888;
1.35548e-07;4.1;0.819814;
1.35553e-07;4.1;0.820763;
1.35558e-07;4.1;0.821735;
1.35563e-07;4.1;0.822729;
1.35568e-07;4.1;0.823747;
1.35573e-07;4.1;0.824788;
1.35578e-07;4.1;0.825851;
1.35583e-07;4.1;0.826937;
1.35588e-07;4.1;0.828046;
1.35593e-07;4.1;0.829177;
1.35598e-07;4.1;0.83033;
1.35603e-07;4.1;0.831506;
1.35608e-07;4.1;0.832704;
1.35613e-07;4.1;0.833924;
1.35618e-07;4.1;0.835166;
1.35623e-07;4.1;0.836429;
1.35628e-07;4.1;0.837715;
1.35633e-07;4.1;0.839023;
1.35638e-07;4.1;0.840352;
1.35643e-07;4.1;0.841703;
1.35648e-07;4.1;0.843075;
1.35653e-07;4.1;0.844469;
1.35658e-07;4.1;0.845884;
1.35663e-07;4.1;0.847321;
1.35668e-07;4.1;0.848778;
1.35673e-07;4.1;0.850257;
1.35678e-07;4.1;0.851756;
1.35683e-07;4.1;0.853277;
1.35688e-07;4.1;0.854818;
1.35693e-07;4.1;0.85638;
1.35698e-07;4.1;0.857963;
1.35703e-07;4.1;0.859566;
1.35708e-07;4.1;0.86119;
1.35713e-07;4.1;0.862834;
1.35718e-07;4.1;0.864499;
1.35723e-07;4.1;0.866184;
1.35728e-07;4.1;0.867888;
1.35733e-07;4.1;0.869613;
1.35738e-07;4.1;0.871358;
1.35743e-07;4.1;0.873123;
1.35748e-07;4.1;0.874908;
1.35753e-07;4.1;0.876712;
1.35758e-07;4.1;0.878536;
1.35763e-07;4.1;0.88038;
1.35768e-07;4.1;0.882243;
1.35773e-07;4.1;0.884126;
1.35778e-07;4.1;0.886027;
1.35783e-07;4.1;0.887948;
1.35788e-07;4.1;0.889889;
1.35793e-07;4.1;0.891848;
1.35798e-07;4.1;0.893826;
1.35803e-07;4.1;0.895823;
1.35808e-07;4.1;0.897839;
1.35813e-07;4.1;0.899874;
1.35818e-07;4.1;0.901928;
1.35823e-07;4.1;0.904;
1.35828e-07;4.1;0.90609;
1.35833e-07;4.1;0.908199;
1.35838e-07;4.1;0.910326;
1.35843e-07;4.1;0.912472;
1.35848e-07;4.1;0.914635;
1.35853e-07;4.1;0.916817;
1.35858e-07;4.1;0.919017;
1.35863e-07;4.1;0.921235;
1.35868e-07;4.1;0.92347;
1.35873e-07;4.1;0.925724;
1.35878e-07;4.1;0.927995;
1.35883e-07;4.1;0.930283;
1.35888e-07;4.1;0.93259;
1.35893e-07;4.1;0.934913;
1.35898e-07;4.1;0.937254;
1.35903e-07;4.1;0.939613;
1.35908e-07;4.1;0.941988;
1.35913e-07;4.1;0.944381;
1.35918e-07;4.1;0.946791;
1.35923e-07;4.1;0.949217;
1.35928e-07;4.1;0.951661;
1.35933e-07;4.1;0.954121;
1.35938e-07;4.1;0.956599;
1.35943e-07;4.1;0.959092;
1.35948e-07;4.1;0.961603;
1.35953e-07;4.1;0.96413;
1.35958e-07;4.1;0.966673;
1.35963e-07;4.1;0.969233;
1.35968e-07;4.1;0.971809;
1.35973e-07;4.1;0.974401;
1.35978e-07;4.1;0.977009;
1.35983e-07;4.1;0.979633;
1.35988e-07;4.1;0.982273;
1.35993e-07;4.1;0.984929;
1.35998e-07;4.1;0.987601;
1.36003e-07;4.1;0.990289;
1.36008e-07;4.1;0.992992;
1.36013e-07;4.1;0.99571;
1.36018e-07;4.1;0.998444;
1.36023e-07;4.1;1.00119;
1.36028e-07;4.1;1.00396;
1.36033e-07;4.1;1.00674;
1.36038e-07;4.1;1.00953;
1.36043e-07;4.1;1.01234;
1.36048e-07;4.1;1.01517;
1.36053e-07;4.1;1.01801;
1.36058e-07;4.1;1.02086;
1.36063e-07;4.1;1.02373;
1.36068e-07;4.1;1.02662;
1.36073e-07;4.1;1.02952;
1.36078e-07;4.1;1.03243;
1.36083e-07;4.1;1.03536;
1.36088e-07;4.1;1.0383;
1.36093e-07;4.1;1.04125;
1.36098e-07;4.1;1.04422;
1.36103e-07;4.1;1.04721;
1.36108e-07;4.1;1.05021;
1.36113e-07;4.1;1.05322;
1.36118e-07;4.1;1.05624;
1.36123e-07;4.1;1.05928;
1.36128e-07;4.1;1.06234;
1.36133e-07;4.1;1.0654;
1.36138e-07;4.1;1.06848;
1.36143e-07;4.1;1.07158;
1.36148e-07;4.1;1.07468;
1.36153e-07;4.1;1.0778;
1.36158e-07;4.1;1.08094;
1.36163e-07;4.1;1.08408;
1.36168e-07;4.1;1.08724;
1.36173e-07;4.1;1.09041;
1.36178e-07;4.1;1.0936;
1.36183e-07;4.1;1.09679;
1.36188e-07;4.1;1.1;
1.36193e-07;4.1;1.10322;
1.36198e-07;4.1;1.10646;
1.36203e-07;4.1;1.1097;
1.36208e-07;4.1;1.11296;
1.36213e-07;4.1;1.11623;
1.36218e-07;4.1;1.11952;
1.36223e-07;4.1;1.12281;
1.36228e-07;4.1;1.12612;
1.36233e-07;4.1;1.12943;
1.36238e-07;4.1;1.13276;
1.36243e-07;4.1;1.1361;
1.36248e-07;4.1;1.13946;
1.36253e-07;4.1;1.14282;
1.36258e-07;4.1;1.14619;
1.36263e-07;4.1;1.14958;
1.36268e-07;4.1;1.15298;
1.36273e-07;4.1;1.15638;
1.36278e-07;4.1;1.1598;
1.36283e-07;4.1;1.16323;
1.36288e-07;4.1;1.16667;
1.36293e-07;4.1;1.17012;
1.36298e-07;4.1;1.17358;
1.36303e-07;4.1;1.17705;
1.36308e-07;4.1;1.18053;
1.36313e-07;4.1;1.18402;
1.36318e-07;4.1;1.18752;
1.36323e-07;4.1;1.19103;
1.36328e-07;4.1;1.19455;
1.36333e-07;4.1;1.19808;
1.36338e-07;4.1;1.20162;
1.36343e-07;4.1;1.20516;
1.36348e-07;4.1;1.20872;
1.36353e-07;4.1;1.21229;
1.36358e-07;4.1;1.21586;
1.36363e-07;4.1;1.21945;
1.36368e-07;4.1;1.22304;
1.36373e-07;4.1;1.22664;
1.36378e-07;4.1;1.23025;
1.36383e-07;4.1;1.23387;
1.36388e-07;4.1;1.23749;
1.36393e-07;4.1;1.24113;
1.36398e-07;4.1;1.24477;
1.36403e-07;4.1;1.24842;
1.36408e-07;4.1;1.25208;
1.36413e-07;4.1;1.25574;
1.36418e-07;4.1;1.25942;
1.36423e-07;4.1;1.2631;
1.36428e-07;4.1;1.26678;
1.36433e-07;4.1;1.27048;
1.36438e-07;4.1;1.27418;
1.36443e-07;4.1;1.27789;
1.36448e-07;4.1;1.2816;
1.36453e-07;4.1;1.28532;
1.36458e-07;4.1;1.28905;
1.36463e-07;4.1;1.29278;
1.36468e-07;4.1;1.29652;
1.36473e-07;4.1;1.30027;
1.36478e-07;4.1;1.30402;
1.36483e-07;4.1;1.30778;
1.36488e-07;4.1;1.31154;
1.36493e-07;4.1;1.31531;
1.36498e-07;4.1;1.31908;
1.36503e-07;4.1;1.32286;
1.36508e-07;4.1;1.32664;
1.36513e-07;4.1;1.33043;
1.36518e-07;4.1;1.33423;
1.36523e-07;4.1;1.33802;
1.36528e-07;4.1;1.34182;
1.36533e-07;4.1;1.34563;
1.36538e-07;4.1;1.34944;
1.36543e-07;4.1;1.35325;
1.36548e-07;4.1;1.35707;
1.36553e-07;4.1;1.36089;
1.36558e-07;4.1;1.36471;
1.36563e-07;4.1;1.36854;
1.36568e-07;4.1;1.37237;
1.36573e-07;4.1;1.3762;
1.36578e-07;4.1;1.38004;
1.36583e-07;4.1;1.38388;
1.36588e-07;4.1;1.38772;
1.36593e-07;4.1;1.39156;
1.36598e-07;4.1;1.3954;
1.36603e-07;4.1;1.39925;
1.36608e-07;4.1;1.4031;
1.36613e-07;4.1;1.40695;
1.36618e-07;4.1;1.4108;
1.36623e-07;4.1;1.41465;
1.36628e-07;4.1;1.4185;
1.36633e-07;4.1;1.42236;
1.36638e-07;4.1;1.42621;
1.36643e-07;4.1;1.43006;
1.36648e-07;4.1;1.43392;
1.36653e-07;4.1;1.43777;
1.36658e-07;4.1;1.44163;
1.36663e-07;4.1;1.44548;
1.36668e-07;4.1;1.44934;
1.36673e-07;4.1;1.45319;
1.36678e-07;4.1;1.45704;
1.36683e-07;4.1;1.46089;
1.36688e-07;4.1;1.46474;
1.36693e-07;4.1;1.46859;
1.36698e-07;4.1;1.47243;
1.36703e-07;4.1;1.47628;
1.36708e-07;4.1;1.48012;
1.36713e-07;4.1;1.48396;
1.36718e-07;4.1;1.4878;
1.36723e-07;4.1;1.49163;
1.36728e-07;4.1;1.49546;
1.36733e-07;4.1;1.49929;
1.36738e-07;4.1;1.50312;
1.36743e-07;4.1;1.50694;
1.36748e-07;4.1;1.51076;
1.36753e-07;4.1;1.51457;
1.36758e-07;4.1;1.51838;
1.36763e-07;4.1;1.52219;
1.36768e-07;4.1;1.52599;
1.36773e-07;4.1;1.52979;
1.36778e-07;4.1;1.53358;
1.36783e-07;4.1;1.53736;
1.36788e-07;4.1;1.54114;
1.36793e-07;4.1;1.54492;
1.36798e-07;4.1;1.54869;
1.36803e-07;4.1;1.55245;
1.36808e-07;4.1;1.55621;
1.36813e-07;4.1;1.55996;
1.36818e-07;4.1;1.5637;
1.36823e-07;4.1;1.56744;
1.36828e-07;4.1;1.57117;
1.36833e-07;4.1;1.57489;
1.36838e-07;4.1;1.5786;
1.36843e-07;4.1;1.58231;
1.36848e-07;4.1;1.58601;
1.36853e-07;4.1;1.5897;
1.36858e-07;4.1;1.59338;
1.36863e-07;4.1;1.59705;
1.36868e-07;4.1;1.60071;
1.36873e-07;4.1;1.60437;
1.36878e-07;4.1;1.60801;
1.36883e-07;4.1;1.61165;
1.36888e-07;4.1;1.61527;
1.36893e-07;4.1;1.61889;
1.36898e-07;4.1;1.62249;
1.36903e-07;4.1;1.62609;
1.36908e-07;4.1;1.62967;
1.36913e-07;4.1;1.63324;
1.36918e-07;4.1;1.6368;
1.36923e-07;4.1;1.64035;
1.36928e-07;4.1;1.64389;
1.36933e-07;4.1;1.64741;
1.36938e-07;4.1;1.65092;
1.36943e-07;4.1;1.65442;
1.36948e-07;4.1;1.65791;
1.36953e-07;4.1;1.66138;
1.36958e-07;4.1;1.66484;
1.36963e-07;4.1;1.66829;
1.36968e-07;4.1;1.67172;
1.36973e-07;4.1;1.67514;
1.36978e-07;4.1;1.67855;
1.36983e-07;4.1;1.68194;
1.36988e-07;4.1;1.68531;
1.36993e-07;4.1;1.68867;
1.36998e-07;4.1;1.69202;
1.37003e-07;4.1;1.69535;
1.37008e-07;4.1;1.69866;
1.37013e-07;4.1;1.70196;
1.37018e-07;4.1;1.70524;
1.37023e-07;4.1;1.70851;
1.37028e-07;4.1;1.71176;
1.37033e-07;4.1;1.71499;
1.37038e-07;4.1;1.7182;
1.37043e-07;4.1;1.7214;
1.37048e-07;4.1;1.72458;
1.37053e-07;4.1;1.72774;
1.37058e-07;4.1;1.73088;
1.37063e-07;4.1;1.734;
1.37068e-07;4.1;1.73711;
1.37073e-07;4.1;1.7402;
1.37078e-07;4.1;1.74326;
1.37083e-07;4.1;1.74631;
1.37088e-07;4.1;1.74934;
1.37093e-07;4.1;1.75235;
1.37098e-07;4.1;1.75533;
1.37103e-07;4.1;1.7583;
1.37108e-07;4.1;1.76125;
1.37113e-07;4.1;1.76417;
1.37118e-07;4.1;1.76708;
1.37123e-07;4.1;1.76996;
1.37128e-07;4.1;1.77282;
1.37133e-07;4.1;1.77566;
1.37138e-07;4.1;1.77847;
1.37143e-07;4.1;1.78127;
1.37148e-07;4.1;1.78404;
1.37153e-07;4.1;1.78679;
1.37158e-07;4.1;1.78951;
1.37163e-07;4.1;1.79221;
1.37168e-07;4.1;1.79489;
1.37173e-07;4.1;1.79755;
1.37178e-07;4.1;1.80017;
1.37183e-07;4.1;1.80278;
1.37188e-07;4.1;1.80536;
1.37193e-07;4.1;1.80792;
1.37198e-07;4.1;1.81045;
1.37203e-07;4.1;1.81295;
1.37208e-07;4.1;1.81543;
1.37213e-07;4.1;1.81788;
1.37218e-07;4.1;1.82031;
1.37223e-07;4.1;1.82271;
1.37228e-07;4.1;1.82508;
1.37233e-07;4.1;1.82743;
1.37238e-07;4.1;1.82975;
1.37243e-07;4.1;1.83204;
1.37248e-07;4.1;1.83431;
1.37253e-07;4.1;1.83655;
1.37258e-07;4.1;1.83876;
1.37263e-07;4.1;1.84094;
1.37268e-07;4.1;1.84309;
1.37273e-07;4.1;1.84521;
1.37278e-07;4.1;1.84731;
1.37283e-07;4.1;1.84938;
1.37288e-07;4.1;1.85141;
1.37293e-07;4.1;1.85342;
1.37298e-07;4.1;1.8554;
1.37303e-07;4.1;1.85734;
1.37308e-07;4.1;1.85926;
1.37313e-07;4.1;1.86114;
1.37318e-07;4.1;1.863;
1.37323e-07;4.1;1.86482;
1.37328e-07;4.1;1.86662;
1.37333e-07;4.1;1.86838;
1.37338e-07;4.1;1.87011;
1.37343e-07;4.1;1.87181;
1.37348e-07;4.1;1.87347;
1.37353e-07;4.1;1.87511;
1.37358e-07;4.1;1.87671;
1.37363e-07;4.1;1.87828;
1.37368e-07;4.1;1.87982;
1.37373e-07;4.1;1.88132;
1.37378e-07;4.1;1.88279;
1.37383e-07;4.1;1.88423;
1.37388e-07;4.1;1.88563;
1.37393e-07;4.1;1.887;
1.37398e-07;4.1;1.88833;
1.37403e-07;4.1;1.88963;
1.37408e-07;4.1;1.8909;
1.37413e-07;4.1;1.89213;
1.37418e-07;4.1;1.89333;
1.37423e-07;4.1;1.89449;
1.37428e-07;4.1;1.89562;
1.37433e-07;4.1;1.89671;
1.37438e-07;4.1;1.89777;
1.37443e-07;4.1;1.89879;
1.37448e-07;4.1;1.89978;
1.37453e-07;4.1;1.90072;
1.37458e-07;4.1;1.90164;
1.37463e-07;4.1;1.90251;
1.37468e-07;4.1;1.90335;
1.37473e-07;4.1;1.90416;
1.37478e-07;4.1;1.90492;
1.37483e-07;4.1;1.90565;
1.37488e-07;4.1;1.90635;
1.37493e-07;4.1;1.907;
1.37498e-07;4.1;1.90762;
1.37503e-07;4.1;1.9082;
1.37508e-07;4.1;1.90874;
1.37513e-07;4.1;1.90925;
1.37518e-07;4.1;1.90972;
1.37523e-07;4.1;1.91014;
1.37528e-07;4.1;1.91054;
1.37533e-07;4.1;1.91089;
1.37538e-07;4.1;1.9112;
1.37543e-07;4.1;1.91148;
1.37548e-07;4.1;1.91171;
1.37553e-07;4.1;1.91191;
1.37558e-07;4.1;1.91207;
1.37563e-07;4.1;1.91219;
1.37568e-07;4.1;1.91227;
1.37573e-07;4.1;1.91231;
1.37578e-07;4.1;1.91231;
1.37583e-07;4.1;1.91227;
1.37588e-07;4.1;1.91219;
1.37593e-07;4.1;1.91207;
1.37598e-07;4.1;1.91192;
1.37603e-07;4.1;1.91172;
1.37608e-07;4.1;1.91148;
1.37613e-07;4.1;1.9112;
1.37618e-07;4.1;1.91089;
1.37623e-07;4.1;1.91053;
1.37628e-07;4.1;1.91013;
1.37633e-07;4.1;1.90969;
1.37638e-07;4.1;1.90921;
1.37643e-07;4.1;1.90869;
1.37648e-07;4.1;1.90813;
1.37653e-07;4.1;1.90753;
1.37658e-07;4.1;1.90689;
1.37663e-07;4.1;1.9062;
1.37668e-07;4.1;1.90548;
1.37673e-07;4.1;1.90471;
1.37678e-07;4.1;1.90391;
1.37683e-07;4.1;1.90306;
1.37688e-07;4.1;1.90217;
1.37693e-07;4.1;1.90124;
1.37698e-07;4.1;1.90027;
1.37703e-07;4.1;1.89926;
1.37708e-07;4.1;1.89821;
1.37713e-07;4.1;1.89712;
1.37718e-07;4.1;1.89598;
1.37723e-07;4.1;1.89481;
1.37728e-07;4.1;1.89359;
1.37733e-07;4.1;1.89233;
1.37738e-07;4.1;1.89103;
1.37743e-07;4.1;1.88969;
1.37748e-07;4.1;1.88831;
1.37753e-07;4.1;1.88688;
1.37758e-07;4.1;1.88542;
1.37763e-07;4.1;1.88391;
1.37768e-07;4.1;1.88236;
1.37773e-07;4.1;1.88077;
1.37778e-07;4.1;1.87914;
1.37783e-07;4.1;1.87747;
1.37788e-07;4.1;1.87576;
1.37793e-07;4.1;1.87401;
1.37798e-07;4.1;1.87221;
1.37803e-07;4.1;1.87038;
1.37808e-07;4.1;1.8685;
1.37813e-07;4.1;1.86658;
1.37818e-07;4.1;1.86462;
1.37823e-07;4.1;1.86263;
1.37828e-07;4.1;1.86059;
1.37833e-07;4.1;1.8585;
1.37838e-07;4.1;1.85638;
1.37843e-07;4.1;1.85422;
1.37848e-07;4.1;1.85202;
1.37853e-07;4.1;1.84978;
1.37858e-07;4.1;1.84749;
1.37863e-07;4.1;1.84517;
1.37868e-07;4.1;1.84281;
1.37873e-07;4.1;1.8404;
1.37878e-07;4.1;1.83796;
1.37883e-07;4.1;1.83547;
