time;V(Net-_R1-Pad1_);
1.35798e-07;0;
1.35799e-07;0;
1.35799e-07;0;
1.358e-07;0;
1.358e-07;0;
1.35801e-07;0;
1.35801e-07;0;
1.35802e-07;0;
1.35802e-07;0;
1.35803e-07;0;
1.35803e-07;0;
1.35804e-07;0;
1.35804e-07;0;
1.35805e-07;0;
1.35805e-07;0;
1.35806e-07;0;
1.35806e-07;0;
1.35807e-07;0;
1.35807e-07;0;
1.35808e-07;0;
1.35808e-07;0;
1.35809e-07;0;
1.35809e-07;0;
1.3581e-07;0;
1.3581e-07;0;
1.35811e-07;0;
1.35811e-07;0;
1.35812e-07;0;
1.35812e-07;0;
1.35813e-07;0;
1.35813e-07;0;
1.35814e-07;0;
1.35814e-07;0;
1.35815e-07;0;
1.35815e-07;0;
1.35816e-07;0;
1.35816e-07;0;
1.35817e-07;0;
1.35817e-07;0;
1.35818e-07;0;
1.35818e-07;0;
1.35819e-07;0;
1.35819e-07;0;
1.3582e-07;0;
1.3582e-07;0;
1.35821e-07;0;
1.35821e-07;0;
1.35822e-07;0;
1.35822e-07;0;
1.35823e-07;0;
1.35823e-07;0;
1.35824e-07;0;
1.35824e-07;0;
1.35825e-07;0;
1.35825e-07;0;
1.35826e-07;0;
1.35826e-07;0;
1.35827e-07;0;
1.35827e-07;0;
1.35828e-07;0;
1.35828e-07;0;
1.35829e-07;0;
1.35829e-07;0;
1.3583e-07;0;
1.3583e-07;0;
1.35831e-07;0;
1.35831e-07;0;
1.35832e-07;0;
1.35832e-07;0;
1.35833e-07;0;
1.35833e-07;0;
1.35834e-07;0;
1.35834e-07;0;
1.35835e-07;0;
1.35835e-07;0;
1.35836e-07;0;
1.35836e-07;0;
1.35837e-07;0;
1.35837e-07;0;
1.35838e-07;0;
1.35838e-07;0;
1.35839e-07;0;
1.35839e-07;0;
1.3584e-07;0;
1.3584e-07;0;
1.35841e-07;0;
1.35841e-07;0;
1.35842e-07;0;
1.35842e-07;0;
1.35843e-07;0;
1.35843e-07;0;
1.35844e-07;0;
1.35844e-07;0;
1.35845e-07;0;
1.35845e-07;0;
1.35846e-07;0;
1.35846e-07;0;
1.35847e-07;0;
1.35847e-07;0;
1.35848e-07;0;
1.35848e-07;0;
1.35849e-07;0;
1.35849e-07;0;
1.3585e-07;0;
1.3585e-07;0;
1.35851e-07;0;
1.35851e-07;0;
1.35852e-07;0;
1.35852e-07;0;
1.35853e-07;0;
1.35853e-07;0;
1.35854e-07;0;
1.35854e-07;0;
1.35855e-07;0;
1.35855e-07;0;
1.35856e-07;0;
1.35856e-07;0;
1.35857e-07;0;
1.35857e-07;0;
1.35858e-07;0;
1.35858e-07;0;
1.35859e-07;0;
1.35859e-07;0;
1.3586e-07;0;
1.3586e-07;0;
1.35861e-07;0;
1.35861e-07;0;
1.35862e-07;0;
1.35862e-07;0;
1.35863e-07;0;
1.35863e-07;0;
1.35864e-07;0;
1.35864e-07;0;
1.35865e-07;0;
1.35865e-07;0;
1.35866e-07;0;
1.35866e-07;0;
1.35867e-07;0;
1.35867e-07;0;
1.35868e-07;0;
1.35868e-07;0;
1.35869e-07;0;
1.35869e-07;0;
1.3587e-07;0;
1.3587e-07;0;
1.35871e-07;0;
1.35871e-07;0;
1.35872e-07;0;
1.35872e-07;0;
1.35873e-07;0;
1.35873e-07;0;
1.35874e-07;0;
1.35874e-07;0;
1.35875e-07;0;
1.35875e-07;0;
1.35876e-07;0;
1.35876e-07;0;
1.35877e-07;0;
1.35877e-07;0;
1.35878e-07;0;
1.35878e-07;0;
1.35879e-07;0;
1.35879e-07;0;
1.3588e-07;0;
1.3588e-07;0;
1.35881e-07;0;
1.35881e-07;0;
1.35882e-07;0;
1.35882e-07;0;
1.35883e-07;0;
1.35883e-07;0;
1.35884e-07;0;
1.35884e-07;0;
1.35885e-07;0;
1.35885e-07;0;
1.35886e-07;0;
1.35886e-07;0;
1.35887e-07;0;
1.35887e-07;0;
1.35888e-07;0;
1.35888e-07;0;
1.35889e-07;0;
1.35889e-07;0;
1.3589e-07;0;
1.3589e-07;0;
1.35891e-07;0;
1.35891e-07;0;
1.35892e-07;0;
1.35892e-07;0;
1.35893e-07;0;
1.35893e-07;0;
1.35894e-07;0;
1.35894e-07;0;
1.35895e-07;0;
1.35895e-07;0;
1.35896e-07;0;
1.35896e-07;0;
1.35897e-07;0;
1.35897e-07;0;
1.35898e-07;0;
1.35898e-07;0;
1.35899e-07;0;
1.35899e-07;0;
1.359e-07;0;
1.359e-07;0;
1.35901e-07;0;
1.35901e-07;0;
1.35902e-07;0;
1.35902e-07;0;
1.35903e-07;0;
1.35903e-07;0;
1.35904e-07;0;
1.35904e-07;0;
1.35905e-07;0;
1.35905e-07;0;
1.35906e-07;0;
1.35906e-07;0;
1.35907e-07;0;
1.35907e-07;0;
1.35908e-07;0;
1.35908e-07;0;
1.35909e-07;0;
1.35909e-07;0;
1.3591e-07;0;
1.3591e-07;0;
1.35911e-07;0;
1.35911e-07;0;
1.35912e-07;0;
1.35912e-07;0;
1.35913e-07;0;
1.35913e-07;0;
1.35914e-07;0;
1.35914e-07;0;
1.35915e-07;0;
1.35915e-07;0;
1.35916e-07;0;
1.35916e-07;0;
1.35917e-07;0;
1.35917e-07;0;
1.35918e-07;0;
1.35918e-07;0;
1.35919e-07;0;
1.35919e-07;0;
1.3592e-07;0;
1.3592e-07;0;
1.35921e-07;0;
1.35921e-07;0;
1.35922e-07;0;
1.35922e-07;0;
1.35923e-07;0;
1.35923e-07;0;
1.35924e-07;0;
1.35924e-07;0;
1.35925e-07;0;
1.35925e-07;0;
1.35926e-07;0;
1.35926e-07;0;
1.35927e-07;0;
1.35927e-07;0;
1.35928e-07;0;
1.35928e-07;0;
1.35929e-07;0;
1.35929e-07;0;
1.3593e-07;0;
1.3593e-07;0;
1.35931e-07;0;
1.35931e-07;0;
1.35932e-07;0;
1.35932e-07;0;
1.35933e-07;0;
1.35933e-07;0;
1.35934e-07;0;
1.35934e-07;0;
1.35935e-07;0;
1.35935e-07;0;
1.35936e-07;0;
1.35936e-07;0;
1.35937e-07;0;
1.35937e-07;0;
1.35938e-07;0;
1.35938e-07;0;
1.35939e-07;0;
1.35939e-07;0;
1.3594e-07;0;
1.3594e-07;0;
1.35941e-07;0;
1.35941e-07;0;
1.35942e-07;0;
1.35942e-07;0;
1.35943e-07;0;
1.35943e-07;0;
1.35944e-07;0;
1.35944e-07;0;
1.35945e-07;0;
1.35945e-07;0;
1.35946e-07;0;
1.35946e-07;0;
1.35947e-07;0;
1.35947e-07;0;
1.35948e-07;0;
1.35948e-07;0;
1.35949e-07;0;
1.35949e-07;0;
1.3595e-07;0;
1.3595e-07;0;
1.35951e-07;0;
1.35951e-07;0;
1.35952e-07;0;
1.35952e-07;0;
1.35953e-07;0;
1.35953e-07;0;
1.35954e-07;0;
1.35954e-07;0;
1.35955e-07;0;
1.35955e-07;0;
1.35956e-07;0;
1.35956e-07;0;
1.35957e-07;0;
1.35957e-07;0;
1.35958e-07;0;
1.35958e-07;0;
1.35959e-07;0;
1.35959e-07;0;
1.3596e-07;0;
1.3596e-07;0;
1.35961e-07;0;
1.35961e-07;0;
1.35962e-07;0;
1.35962e-07;0;
1.35963e-07;0;
1.35963e-07;0;
1.35964e-07;0;
1.35964e-07;0;
1.35965e-07;0;
1.35965e-07;0;
1.35966e-07;0;
1.35966e-07;0;
1.35967e-07;0;
1.35967e-07;0;
1.35968e-07;0;
1.35968e-07;0;
1.35969e-07;0;
1.35969e-07;0;
1.3597e-07;0;
1.3597e-07;0;
1.35971e-07;0;
1.35971e-07;0;
1.35972e-07;0;
1.35972e-07;0;
1.35973e-07;0;
1.35973e-07;0;
1.35974e-07;0;
1.35974e-07;0;
1.35975e-07;0;
1.35975e-07;0;
1.35976e-07;0;
1.35976e-07;0;
1.35977e-07;0;
1.35977e-07;0;
1.35978e-07;0;
1.35978e-07;0;
1.35979e-07;0;
1.35979e-07;0;
1.3598e-07;0;
1.3598e-07;0;
1.35981e-07;0;
1.35981e-07;0;
1.35982e-07;0;
1.35982e-07;0;
1.35983e-07;0;
1.35983e-07;0;
1.35984e-07;0;
1.35984e-07;0;
1.35985e-07;0;
1.35985e-07;0;
1.35986e-07;0;
1.35986e-07;0;
1.35987e-07;0;
1.35987e-07;0;
1.35988e-07;0;
1.35988e-07;0;
1.35989e-07;0;
1.35989e-07;0;
1.3599e-07;0;
1.3599e-07;0;
1.35991e-07;0;
1.35991e-07;0;
1.35992e-07;0;
1.35992e-07;0;
1.35993e-07;0;
1.35993e-07;0;
1.35994e-07;0;
1.35994e-07;0;
1.35995e-07;0;
1.35995e-07;0;
1.35996e-07;0;
1.35996e-07;0;
1.35997e-07;0;
1.35997e-07;0;
1.35998e-07;0;
1.35998e-07;0;
1.35999e-07;0;
1.35999e-07;0;
1.36e-07;0;
1.36e-07;0;
1.36001e-07;0;
1.36001e-07;0;
1.36002e-07;0;
1.36002e-07;0;
1.36003e-07;0;
1.36003e-07;0;
1.36004e-07;0;
1.36004e-07;0;
1.36005e-07;0;
1.36005e-07;0;
1.36006e-07;0;
1.36006e-07;0;
1.36007e-07;0;
1.36007e-07;0;
1.36008e-07;0;
1.36008e-07;0;
1.36009e-07;0;
1.36009e-07;0;
1.3601e-07;0;
1.3601e-07;0;
1.36011e-07;0;
1.36011e-07;0;
1.36012e-07;0;
1.36012e-07;0;
1.36013e-07;0;
1.36013e-07;0;
1.36014e-07;0;
1.36014e-07;0;
1.36015e-07;0;
1.36015e-07;0;
1.36016e-07;0;
1.36016e-07;0;
1.36017e-07;0;
1.36017e-07;0;
1.36018e-07;0;
1.36018e-07;0;
1.36019e-07;0;
1.36019e-07;0;
1.3602e-07;0;
1.3602e-07;0;
1.36021e-07;0;
1.36021e-07;0;
1.36022e-07;0;
1.36022e-07;0;
1.36023e-07;0;
1.36023e-07;0;
1.36024e-07;0;
1.36024e-07;0;
1.36025e-07;0;
1.36025e-07;0;
1.36026e-07;0;
1.36026e-07;0;
1.36027e-07;0;
1.36027e-07;0;
1.36028e-07;0;
1.36028e-07;0;
1.36029e-07;0;
1.36029e-07;0;
1.3603e-07;0;
1.3603e-07;0;
1.36031e-07;0;
1.36031e-07;0;
1.36032e-07;0;
1.36032e-07;0;
1.36033e-07;0;
1.36033e-07;0;
1.36034e-07;0;
1.36034e-07;0;
1.36035e-07;0;
1.36035e-07;0;
1.36036e-07;0;
1.36036e-07;0;
1.36037e-07;0;
1.36037e-07;0;
1.36038e-07;0;
1.36038e-07;0;
1.36039e-07;0;
1.36039e-07;0;
1.3604e-07;0;
1.3604e-07;0;
1.36041e-07;0;
1.36041e-07;0;
1.36042e-07;0;
1.36042e-07;0;
1.36043e-07;0;
1.36043e-07;0;
1.36044e-07;0;
1.36044e-07;0;
1.36045e-07;0;
1.36045e-07;0;
1.36046e-07;0;
1.36046e-07;0;
1.36047e-07;0;
1.36047e-07;0;
1.36048e-07;0;
1.36048e-07;0;
1.36049e-07;0;
1.36049e-07;0;
1.3605e-07;0;
1.3605e-07;0;
1.36051e-07;0;
1.36051e-07;0;
1.36052e-07;0;
1.36052e-07;0;
1.36053e-07;0;
1.36053e-07;0;
1.36054e-07;0;
1.36054e-07;0;
1.36055e-07;0;
1.36055e-07;0;
1.36056e-07;0;
1.36056e-07;0;
1.36057e-07;0;
1.36057e-07;0;
1.36058e-07;0;
1.36058e-07;0;
1.36059e-07;0;
1.36059e-07;0;
1.3606e-07;0;
1.3606e-07;0;
1.36061e-07;0;
1.36061e-07;0;
1.36062e-07;0;
1.36062e-07;0;
1.36063e-07;0;
1.36063e-07;0;
1.36064e-07;0;
1.36064e-07;0;
1.36065e-07;0;
1.36065e-07;0;
1.36066e-07;0;
1.36066e-07;0;
1.36067e-07;0;
1.36067e-07;0;
1.36068e-07;0;
1.36068e-07;0;
1.36069e-07;0;
1.36069e-07;0;
1.3607e-07;0;
1.3607e-07;0;
1.36071e-07;0;
1.36071e-07;0;
1.36072e-07;0;
1.36072e-07;0;
1.36073e-07;0;
1.36073e-07;0;
1.36074e-07;0;
1.36074e-07;0;
1.36075e-07;0;
1.36075e-07;0;
1.36076e-07;0;
1.36076e-07;0;
1.36077e-07;0;
1.36077e-07;0;
1.36078e-07;0;
1.36078e-07;0;
1.36079e-07;0;
1.36079e-07;0;
1.3608e-07;0;
1.3608e-07;0;
1.36081e-07;0;
1.36081e-07;0;
1.36082e-07;0;
1.36082e-07;0;
1.36083e-07;0;
1.36083e-07;0;
1.36084e-07;0;
1.36084e-07;0;
1.36085e-07;0;
1.36085e-07;0;
1.36086e-07;0;
1.36086e-07;0;
1.36087e-07;0;
1.36087e-07;0;
1.36088e-07;0;
1.36088e-07;0;
1.36089e-07;0;
1.36089e-07;0;
1.3609e-07;0;
1.3609e-07;0;
1.36091e-07;0;
1.36091e-07;0;
1.36092e-07;0;
1.36092e-07;0;
1.36093e-07;0;
1.36093e-07;0;
1.36094e-07;0;
1.36094e-07;0;
1.36095e-07;0;
1.36095e-07;0;
1.36096e-07;0;
1.36096e-07;0;
1.36097e-07;0;
1.36097e-07;0;
1.36098e-07;0;
1.36098e-07;0;
1.36099e-07;0;
1.36099e-07;0;
1.361e-07;0;
1.361e-07;0;
1.36101e-07;0;
1.36101e-07;0;
1.36102e-07;0;
1.36102e-07;0;
1.36103e-07;0;
1.36103e-07;0;
1.36104e-07;0;
1.36104e-07;0;
1.36105e-07;0;
1.36105e-07;0;
1.36106e-07;0;
1.36106e-07;0;
1.36107e-07;0;
1.36107e-07;0;
1.36108e-07;0;
1.36108e-07;0;
1.36109e-07;0;
1.36109e-07;0;
1.3611e-07;0;
1.3611e-07;0;
1.36111e-07;0;
1.36111e-07;0;
1.36112e-07;0;
1.36112e-07;0;
1.36113e-07;0;
1.36113e-07;0;
1.36114e-07;0;
1.36114e-07;0;
1.36115e-07;0;
1.36115e-07;0;
1.36116e-07;0;
1.36116e-07;0;
1.36117e-07;0;
1.36117e-07;0;
1.36118e-07;0;
1.36118e-07;0;
1.36119e-07;0;
1.36119e-07;0;
1.3612e-07;0;
1.3612e-07;0;
1.36121e-07;0;
1.36121e-07;0;
1.36122e-07;0;
1.36122e-07;0;
1.36123e-07;0;
1.36123e-07;0;
1.36124e-07;0;
1.36124e-07;0;
1.36125e-07;0;
1.36125e-07;0;
1.36126e-07;0;
1.36126e-07;0;
1.36127e-07;0;
1.36127e-07;0;
1.36128e-07;0;
1.36128e-07;0;
1.36129e-07;0;
1.36129e-07;0;
1.3613e-07;0;
1.3613e-07;0;
1.36131e-07;0;
1.36131e-07;0;
1.36132e-07;0;
1.36132e-07;0;
1.36133e-07;0;
1.36133e-07;0;
1.36134e-07;0;
1.36134e-07;0;
1.36135e-07;0;
1.36135e-07;0;
1.36136e-07;0;
1.36136e-07;0;
1.36137e-07;0;
1.36137e-07;0;
1.36138e-07;0;
1.36138e-07;0;
1.36139e-07;0;
1.36139e-07;0;
1.3614e-07;0;
1.3614e-07;0;
1.36141e-07;0;
1.36141e-07;0;
1.36142e-07;0;
1.36142e-07;0;
1.36143e-07;0;
1.36143e-07;0;
1.36144e-07;0;
1.36144e-07;0;
1.36145e-07;0;
1.36145e-07;0;
1.36146e-07;0;
1.36146e-07;0;
1.36147e-07;0;
1.36147e-07;0;
1.36148e-07;0;
1.36148e-07;0;
1.36149e-07;0;
1.36149e-07;0;
1.3615e-07;0;
1.3615e-07;0;
1.36151e-07;0;
1.36151e-07;0;
1.36152e-07;0;
1.36152e-07;0;
1.36153e-07;0;
1.36153e-07;0;
1.36154e-07;0;
1.36154e-07;0;
1.36155e-07;0;
1.36155e-07;0;
1.36156e-07;0;
1.36156e-07;0;
1.36157e-07;0;
1.36157e-07;0;
1.36158e-07;0;
1.36158e-07;0;
1.36159e-07;0;
1.36159e-07;0;
1.3616e-07;0;
1.3616e-07;0;
1.36161e-07;0;
1.36161e-07;0;
1.36162e-07;0;
1.36162e-07;0;
1.36163e-07;0;
1.36163e-07;0;
1.36164e-07;0;
1.36164e-07;0;
1.36165e-07;0;
1.36165e-07;0;
1.36166e-07;0;
1.36166e-07;0;
1.36167e-07;0;
1.36167e-07;0;
1.36168e-07;0;
1.36168e-07;0;
1.36169e-07;0;
1.36169e-07;0;
1.3617e-07;0;
1.3617e-07;0;
1.36171e-07;0;
1.36171e-07;0;
1.36172e-07;0;
1.36172e-07;0;
1.36173e-07;0;
1.36173e-07;0;
1.36174e-07;0;
1.36174e-07;0;
1.36175e-07;0;
1.36175e-07;0;
1.36176e-07;0;
1.36176e-07;0;
1.36177e-07;0;
1.36177e-07;0;
1.36178e-07;0;
1.36178e-07;0;
1.36179e-07;0;
1.36179e-07;0;
1.3618e-07;0;
1.3618e-07;0;
1.36181e-07;0;
1.36181e-07;0;
1.36182e-07;0;
1.36182e-07;0;
1.36183e-07;0;
1.36183e-07;0;
1.36184e-07;0;
1.36184e-07;0;
1.36185e-07;0;
1.36185e-07;0;
1.36186e-07;0;
1.36186e-07;0;
1.36187e-07;0;
1.36187e-07;0;
1.36188e-07;0;
1.36188e-07;0;
1.36189e-07;0;
1.36189e-07;0;
1.3619e-07;0;
1.3619e-07;0;
1.36191e-07;0;
1.36191e-07;0;
1.36192e-07;0;
1.36192e-07;0;
1.36193e-07;0;
1.36193e-07;0;
1.36194e-07;0;
1.36194e-07;0;
1.36195e-07;0;
1.36195e-07;0;
1.36196e-07;0;
1.36196e-07;0;
1.36197e-07;0;
1.36197e-07;0;
1.36198e-07;0;
1.36198e-07;0;
1.36199e-07;0;
1.36199e-07;0;
1.362e-07;0;
1.362e-07;0;
1.36201e-07;0;
1.36201e-07;0;
1.36202e-07;0;
1.36202e-07;0;
1.36203e-07;0;
1.36203e-07;0;
1.36204e-07;0;
1.36204e-07;0;
1.36205e-07;0;
1.36205e-07;0;
1.36206e-07;0;
1.36206e-07;0;
1.36207e-07;0;
1.36207e-07;0;
1.36208e-07;0;
1.36208e-07;0;
1.36209e-07;0;
1.36209e-07;0;
1.3621e-07;0;
1.3621e-07;0;
1.36211e-07;0;
1.36211e-07;0;
1.36212e-07;0;
1.36212e-07;0;
1.36213e-07;0;
1.36213e-07;0;
1.36214e-07;0;
1.36214e-07;0;
1.36215e-07;0;
1.36215e-07;0;
1.36216e-07;0;
1.36216e-07;0;
1.36217e-07;0;
1.36217e-07;0;
1.36218e-07;0;
1.36218e-07;0;
1.36219e-07;0;
1.36219e-07;0;
1.3622e-07;0;
1.3622e-07;0;
1.36221e-07;0;
1.36221e-07;0;
1.36222e-07;0;
1.36222e-07;0;
1.36223e-07;0;
1.36223e-07;0;
1.36224e-07;0;
1.36224e-07;0;
1.36225e-07;0;
1.36225e-07;0;
1.36226e-07;0;
1.36226e-07;0;
1.36227e-07;0;
1.36227e-07;0;
1.36228e-07;0;
1.36228e-07;0;
1.36229e-07;0;
1.36229e-07;0;
1.3623e-07;0;
1.3623e-07;0;
1.36231e-07;0;
1.36231e-07;0;
1.36232e-07;0;
1.36232e-07;0;
1.36233e-07;0;
1.36233e-07;0;
1.36234e-07;0;
1.36234e-07;0;
1.36235e-07;0;
1.36235e-07;0;
1.36236e-07;0;
1.36236e-07;0;
1.36237e-07;0;
1.36237e-07;0;
1.36238e-07;0;
1.36238e-07;0;
1.36239e-07;0;
1.36239e-07;0;
1.3624e-07;0;
1.3624e-07;0;
1.36241e-07;0;
1.36241e-07;0;
1.36242e-07;0;
1.36242e-07;0;
1.36243e-07;0;
1.36243e-07;0;
1.36244e-07;0;
1.36244e-07;0;
1.36245e-07;0;
1.36245e-07;0;
1.36246e-07;0;
1.36246e-07;0;
1.36247e-07;0;
1.36247e-07;0;
1.36248e-07;0;
1.36248e-07;0;
1.36249e-07;0;
1.36249e-07;0;
1.3625e-07;0;
1.3625e-07;0;
1.36251e-07;0;
1.36251e-07;0;
1.36252e-07;0;
1.36252e-07;0;
1.36253e-07;0;
1.36253e-07;0;
1.36254e-07;0;
1.36254e-07;0;
1.36255e-07;0;
1.36255e-07;0;
1.36256e-07;0;
1.36256e-07;0;
1.36257e-07;0;
1.36257e-07;0;
1.36258e-07;0;
1.36258e-07;0;
1.36259e-07;0;
1.36259e-07;0;
1.3626e-07;0;
1.3626e-07;0;
1.36261e-07;0;
1.36261e-07;0;
1.36262e-07;0;
1.36262e-07;0;
1.36263e-07;0;
1.36263e-07;0;
1.36264e-07;0;
1.36264e-07;0;
1.36265e-07;0;
1.36265e-07;0;
1.36266e-07;0;
1.36266e-07;0;
1.36267e-07;0;
1.36267e-07;0;
1.36268e-07;0;
1.36268e-07;0;
1.36269e-07;0;
1.36269e-07;0;
1.3627e-07;0;
1.3627e-07;0;
1.36271e-07;0;
1.36271e-07;0;
1.36272e-07;0;
1.36272e-07;0;
1.36273e-07;0;
1.36273e-07;0;
1.36274e-07;0;
1.36274e-07;0;
1.36275e-07;0;
1.36275e-07;0;
1.36276e-07;0;
1.36276e-07;0;
1.36277e-07;0;
1.36277e-07;0;
1.36278e-07;0;
1.36278e-07;0;
1.36279e-07;0;
1.36279e-07;0;
1.3628e-07;0;
1.3628e-07;0;
1.36281e-07;0;
1.36281e-07;0;
1.36282e-07;0;
1.36282e-07;0;
1.36283e-07;0;
1.36283e-07;0;
1.36284e-07;0;
1.36284e-07;0;
1.36285e-07;0;
1.36285e-07;0;
1.36286e-07;0;
1.36286e-07;0;
1.36287e-07;0;
1.36287e-07;0;
1.36288e-07;0;
1.36288e-07;0;
1.36289e-07;0;
1.36289e-07;0;
1.3629e-07;0;
1.3629e-07;0;
1.36291e-07;0;
1.36291e-07;0;
1.36292e-07;0;
1.36292e-07;0;
1.36293e-07;0;
1.36293e-07;0;
1.36294e-07;0;
1.36294e-07;0;
1.36295e-07;0;
1.36295e-07;0;
1.36296e-07;0;
1.36296e-07;0;
1.36297e-07;0;
1.36297e-07;0;
1.36298e-07;0;
1.36298e-07;0;
1.36299e-07;0;
1.36299e-07;0;
1.363e-07;0;
1.363e-07;0;
1.36301e-07;0;
1.36301e-07;0;
1.36302e-07;0;
1.36302e-07;0;
1.36303e-07;0;
1.36303e-07;0;
1.36304e-07;0;
1.36304e-07;0;
1.36305e-07;0;
1.36305e-07;0;
1.36306e-07;0;
1.36306e-07;0;
1.36307e-07;0;
1.36307e-07;0;
1.36308e-07;0;
1.36308e-07;0;
1.36309e-07;0;
1.36309e-07;0;
1.3631e-07;0;
1.3631e-07;0;
1.36311e-07;0;
1.36311e-07;0;
1.36312e-07;0;
1.36312e-07;0;
1.36313e-07;0;
1.36313e-07;0;
1.36314e-07;0;
1.36314e-07;0;
1.36315e-07;0;
1.36315e-07;0;
1.36316e-07;0;
1.36316e-07;0;
1.36317e-07;0;
1.36317e-07;0;
1.36318e-07;0;
1.36318e-07;0;
1.36319e-07;0;
1.36319e-07;0;
1.3632e-07;0;
1.3632e-07;0;
1.36321e-07;0;
1.36321e-07;0;
1.36322e-07;0;
1.36322e-07;0;
1.36323e-07;0;
1.36323e-07;0;
1.36324e-07;0;
1.36324e-07;0;
1.36325e-07;0;
1.36325e-07;0;
1.36326e-07;0;
1.36326e-07;0;
1.36327e-07;0;
1.36327e-07;0;
1.36328e-07;0;
1.36328e-07;0;
1.36329e-07;0;
1.36329e-07;0;
1.3633e-07;0;
1.3633e-07;0;
1.36331e-07;0;
1.36331e-07;0;
1.36332e-07;0;
1.36332e-07;0;
1.36333e-07;0;
1.36333e-07;0;
1.36334e-07;0;
1.36334e-07;0;
1.36335e-07;0;
1.36335e-07;0;
1.36336e-07;0;
1.36336e-07;0;
1.36337e-07;0;
1.36337e-07;0;
1.36338e-07;0;
1.36338e-07;0;
1.36339e-07;0;
1.36339e-07;0;
1.3634e-07;0;
1.3634e-07;0;
1.36341e-07;0;
1.36341e-07;0;
1.36342e-07;0;
1.36342e-07;0;
1.36343e-07;0;
1.36343e-07;0;
1.36344e-07;0;
1.36344e-07;0;
1.36345e-07;0;
1.36345e-07;0;
1.36346e-07;0;
1.36346e-07;0;
1.36347e-07;0;
1.36347e-07;0;
1.36348e-07;0;
1.36348e-07;0;
1.36349e-07;0;
1.36349e-07;0;
1.3635e-07;0;
1.3635e-07;0;
1.36351e-07;0;
1.36351e-07;0;
1.36352e-07;0;
1.36352e-07;0;
1.36353e-07;0;
1.36353e-07;0;
1.36354e-07;0;
1.36354e-07;0;
1.36355e-07;0;
1.36355e-07;0;
1.36356e-07;0;
1.36356e-07;0;
1.36357e-07;0;
1.36357e-07;0;
1.36358e-07;0;
1.36358e-07;0;
1.36359e-07;0;
1.36359e-07;0;
1.3636e-07;0;
1.3636e-07;0;
1.36361e-07;0;
1.36361e-07;0;
1.36362e-07;0;
1.36362e-07;0;
1.36363e-07;0;
1.36363e-07;0;
1.36364e-07;0;
1.36364e-07;0;
1.36365e-07;0;
1.36365e-07;0;
1.36366e-07;0;
1.36366e-07;0;
1.36367e-07;0;
1.36367e-07;0;
1.36368e-07;0;
1.36368e-07;0;
1.36369e-07;0;
1.36369e-07;0;
1.3637e-07;0;
1.3637e-07;0;
1.36371e-07;0;
1.36371e-07;0;
1.36372e-07;0;
1.36372e-07;0;
1.36373e-07;0;
1.36373e-07;0;
1.36374e-07;0;
1.36374e-07;0;
1.36375e-07;0;
1.36375e-07;0;
1.36376e-07;0;
1.36376e-07;0;
1.36377e-07;0;
1.36377e-07;0;
1.36378e-07;0;
1.36378e-07;0;
1.36379e-07;0;
1.36379e-07;0;
1.3638e-07;0;
1.3638e-07;0;
1.36381e-07;0;
1.36381e-07;0;
1.36382e-07;0;
1.36382e-07;0;
1.36383e-07;0;
1.36383e-07;0;
1.36384e-07;0;
1.36384e-07;0;
1.36385e-07;0;
1.36385e-07;0;
1.36386e-07;0;
1.36386e-07;0;
1.36387e-07;0;
1.36387e-07;0;
1.36388e-07;0;
1.36388e-07;0;
1.36389e-07;0;
1.36389e-07;0;
1.3639e-07;0;
1.3639e-07;0;
1.36391e-07;0;
1.36391e-07;0;
1.36392e-07;0;
1.36392e-07;0;
1.36393e-07;0;
1.36393e-07;0;
1.36394e-07;0;
1.36394e-07;0;
1.36395e-07;0;
1.36395e-07;0;
1.36396e-07;0;
1.36396e-07;0;
1.36397e-07;0;
1.36397e-07;0;
1.36398e-07;0;
1.36398e-07;0;
1.36399e-07;0;
1.36399e-07;0;
1.364e-07;0;
1.364e-07;0;
1.36401e-07;0;
1.36401e-07;0;
1.36402e-07;0;
1.36402e-07;0;
1.36403e-07;0;
1.36403e-07;0;
1.36404e-07;0;
1.36404e-07;0;
1.36405e-07;0;
1.36405e-07;0;
1.36406e-07;0;
1.36406e-07;0;
1.36407e-07;0;
1.36407e-07;0;
1.36408e-07;0;
1.36408e-07;0;
1.36409e-07;0;
1.36409e-07;0;
1.3641e-07;0;
1.3641e-07;0;
1.36411e-07;0;
1.36411e-07;0;
1.36412e-07;0;
1.36412e-07;0;
1.36413e-07;0;
1.36413e-07;0;
1.36414e-07;0;
1.36414e-07;0;
1.36415e-07;0;
1.36415e-07;0;
1.36416e-07;0;
1.36416e-07;0;
1.36417e-07;0;
1.36417e-07;0;
1.36418e-07;0;
1.36418e-07;0;
1.36419e-07;0;
1.36419e-07;0;
1.3642e-07;0;
1.3642e-07;0;
1.36421e-07;0;
1.36421e-07;0;
1.36422e-07;0;
1.36422e-07;0;
1.36423e-07;0;
1.36423e-07;0;
1.36424e-07;0;
1.36424e-07;0;
1.36425e-07;0;
1.36425e-07;0;
1.36426e-07;0;
1.36426e-07;0;
1.36427e-07;0;
1.36427e-07;0;
1.36428e-07;0;
1.36428e-07;0;
1.36429e-07;0;
1.36429e-07;0;
1.3643e-07;0;
1.3643e-07;0;
1.36431e-07;0;
1.36431e-07;0;
1.36432e-07;0;
1.36432e-07;0;
1.36433e-07;0;
1.36433e-07;0;
1.36434e-07;0;
